Species C_T A_G T_C G_T A_C G_A A_T G_C C_A C_G T_A T_G BranchLength C_T_rate A_G_rate T_C_rate G_T_rate A_C_rate G_A_rate A_T_rate G_C_rate C_A_rate C_G_rate T_A_rate T_G_rate C_T_rate.res A_G_rate.res T_C_rate.res G_T_rate.res A_C_rate.res G_A_rate.res A_T_rate.res G_C_rate.res C_A_rate.res C_G_rate.res T_A_rate.res T_G_rate.res
BG7_Coptotermes_gestroi_1 18 22 11 2 4 6 3 2 6 0 2 0 0.1258716253 143.002840847563 174.781249924799 87.3906249623997 15.8892045386181 31.7784090772362 47.6676136158544 23.8338068079272 15.8892045386181 47.6676136158544 0 15.8892045386181 0 -181.255635375244 -364.247286939193 -320.931354869019 -56.9708670446394 -202.497623616066 -123.243572012849 -286.346273343586 -3.37053396982473 -72.9043311182702 -21.1876181956201 -157.519833773829 -119.244230135861
Bifid_1 45 47 43 10 63 19 89 5 17 6 41 38 0.0585572292 768.478983974877 802.633605484872 734.324362464882 170.773107549973 1075.87057756483 324.468904344948 1519.88065719476 85.3865537749863 290.314282834954 102.463864529984 700.169740954888 648.937808689896 316.669354661093 52.4994640567516 164.485559703345 69.2103833961226 744.864591459703 87.4163385033933 1083.73849624753 58.6551229985655 121.069387743137 72.1961820193959 459.531131156237 480.807701480399
Blatella_germanica_1 20 37 31 4 46 8 200 1 2 1 111 16 0.1987752649 100.616140595067 186.139860100873 155.955017922353 20.1232281190133 231.417123368653 40.2464562380266 1006.16140595067 5.03080702975333 10.0616140595067 5.03080702975333 558.419580302619 80.4929124760532 -85.5003654956034 -124.254568691795 -77.4390871831071 -21.6509545637195 101.902717766 -59.0315034382229 832.402279913559 -6.13685026180442 -57.7959718341338 -6.32281168409398 457.822313825893 14.1936476105015
BRA12_Aparatermes_sp.A_1 23 42 45 8 18 18 35 4 13 2 40 15 0.0597076495 385.210273601542 703.427456141947 753.6722744378 133.986182122276 301.46890977512 301.46890977512 586.189546784956 66.9930910611378 217.727545948698 33.4965455305689 669.930910611378 251.224091479267 -64.4194737805037 -43.098836341446 186.593835620021 32.9139936650098 -27.8839366084872 65.5467170910968 152.200110116239 40.3893534225662 49.3144840663657 3.3840436487683 430.441271438314 83.9294564514597
BRA13_Spinitermes_sp.A_1 11 43 21 2 5 9 3 0 3 1 6 3 0.0451779782 243.48145796396 951.791153859116 464.828237931196 44.2693559934473 110.673389983618 199.212101970513 66.4040339901709 0 66.4040339901709 22.1346779967236 132.808067980342 66.4040339901709 -233.679938451893 159.698159130517 -137.113268559486 -62.998239857347 -239.558414087587 -50.986568993036 -394.774053788287 -28.2164867531472 -112.514982203151 -9.93773673467537 -121.192933277635 -111.442515133946
BRA29_Labiotermes_sp._1 35 56 32 8 25 23 30 2 8 0 36 23 0.09956907 351.514782652886 562.423652244618 321.384944139782 80.3462360349454 251.081987609204 230.995428600468 301.298385131045 20.0865590087363 80.3462360349454 0 361.558062157254 230.995428600468 -22.5832739885024 -59.0926904958338 -150.048426614443 -3.72916466414011 -20.9904912558991 34.2400341329536 -58.1003583047742 -2.09268276273993 -59.2442699961639 -24.7355798146652 161.879613075909 92.6494377772181
BRA3_Cornitermes_cumulans_1 31 27 25 5 9 7 21 0 7 0 13 7 0.0598509468 517.953376804392 451.12068302318 417.704336132574 83.5408672265148 150.373561007727 116.957214117121 350.871642351362 0 116.957214117121 0 217.206254788938 116.957214117121 68.5951573110117 -294.956212824403 -149.030269479065 -17.4702197004028 -178.77336893072 -118.824178355478 -82.8496492083419 -26.587832076159 -51.3522339355792 -30.0931724548794 -22.1402676567644 -50.2333538076794
BRA5_Silvestritermes_heyeri_1 6 9 5 0 0 4 0 2 2 0 1 0 0.059273135 101.226297546097 151.839446319146 84.3552479550812 0 0 67.4841983640649 0 33.7420991820325 33.7420991820325 0 16.8710495910162 0 -349.226792667806 -596.049533071192 -483.765782130289 -101.257464110811 -329.977238338031 -168.864937001132 -434.802522037182 7.09013176174899 -134.985146647769 -30.1711137068243 -223.052556539073 -167.610193417459
BRA8_Labiotermes_sp._1 28 33 39 5 22 8 33 1 8 0 16 16 0.0505396801 554.020127246512 652.952292826246 771.670891521927 98.9321655797343 435.301528550831 158.291464927575 652.952292826246 19.7864331159468 158.291464927575 0 316.58292985515 316.58292985515 87.0183890835403 -122.325794740286 182.594464517361 -6.04921698327875 92.7744236976743 -86.6389367726052 201.807291089696 -7.83492111057241 -16.7506710509452 -31.349172736962 67.9368740777543 142.630220907502
BRU8_Hospitalitermes_hospitalis_1 9 37 26 1 5 11 3 0 2 0 2 2 0.1094332304 82.2419293216807 338.105709433576 237.587795818189 9.13799214685341 45.6899607342671 100.517913615388 27.4139764405602 0 18.2759842937068 0 18.2759842937068 18.2759842937068 -273.164954165228 -252.475504041718 -210.177118543525 -70.7313607338547 -212.207841817595 -86.5452126109061 -313.526454341888 -21.0843501099469 -114.182053539125 -23.4049994925584 -171.550734471615 -112.906336338806
CA10_Synacanthotermes_sp._1 39 81 60 8 20 8 21 1 9 1 6 15 0.1135081166 343.587764189896 713.605356394399 528.596560292147 70.4795413722863 176.198853430716 70.4795413722863 185.008796102252 8.80994267153579 79.2894840438221 8.80994267153579 52.8596560292147 132.149140073037 -4.09779275116656 135.803449644268 90.6090889583409 -7.65229249852749 -75.8433881249676 -112.579707331614 -148.306502843683 -11.8221075222356 -50.2221300636715 -14.0453938823964 -132.897311405737 3.92613271381456
CA11_Duplidentitermes_sp._1 45 47 42 11 45 16 72 4 24 4 37 22 0.0595496358 755.672127888984 789.257555795161 705.293986029718 184.719853483974 755.672127888984 268.683423249416 1209.07540462237 67.1708558123541 403.025134874125 67.1708558123541 621.330416264275 369.439706967948 305.742967145059 42.2357143712656 137.836402893902 83.5802884684192 426.0922177757 32.6059704009102 774.790284777402 40.5495791359403 234.497818190123 37.0370394028778 381.682962508367 202.030317314657
CA12_Astalotermes_Cameroon_1 16 41 46 3 5 14 12 1 6 0 7 10 0.0591954056 270.291247062593 692.621320597895 777.087335304955 50.6796088242362 84.4660147070603 236.504841179769 202.718435296945 16.8932029414121 101.359217648472 0 118.252420589884 168.932029414121 -180.309129247205 -55.5114270341581 208.779798224593 -50.6109988649468 -245.622919815983 0.0793309215781779 -232.229537899725 -9.76739220474615 -67.4242318977219 -30.1815986549491 -121.748816991375 1.26538640915058
CA18_Amalotermes_phaeocephalus_Cameroon_1 0 0 2 0 0 0 1 0 0 0 0 0 0.0309617815 0 0 64.5957662352213 0 0 0 32.2978831176107 0 0 0 0 0 -504.099055916792 -836.676604964034 -571.456644581521 -113.329338633856 -370.660302641429 -264.167137229198 -455.482266345734 -29.7944411450376 -189.198306751413 -33.9900428738022 -268.199283760352 -188.170807894832
CA1_Cubitermes_fungifaber_1 14 32 22 0 6 6 11 1 8 0 4 5 0.0384344286 364.256748700565 832.58685417272 572.403462243745 0 156.110035157385 156.110035157385 286.201731121872 26.0183391928975 208.14671354318 0 104.07335677159 130.091695964487 -125.682709723426 19.345320681308 -45.7187837286611 -110.143024770543 -203.812166160634 -100.714672789623 -187.59522555802 -2.94666095893187 24.3516459562177 -32.9820546840209 -156.662696364895 -52.6522355307919
CA20_Leptomyxotermes_doriae_1 45 101 64 13 55 24 77 5 18 8 25 28 0.0783921526 574.037049723776 1288.39426715781 816.408248496036 165.832925475757 701.600838551281 306.153093186014 982.241173971794 63.7818944137528 229.61481988951 102.051031062005 318.909472068764 357.178608717016 159.81176339931 600.464702141839 294.162145011946 72.7277519811856 399.097391688412 88.589808777561 583.21511847363 39.2520795232348 74.7119422253266 74.4588888606089 98.080791169463 203.45326012196
CA24_Cephalotermes_rectangularis_1 20 18 19 1 2 6 4 0 3 1 2 2 0.0201306286 993.510952757829 894.159857482046 943.835405119937 49.6755476378914 99.3510952757829 298.053285827349 198.702190551566 0 149.026642913674 49.6755476378914 99.3510952757829 99.3510952757829 468.888411201393 23.515524757605 281.794297881117 -68.2721614581434 -286.873439923819 23.2437385995797 -309.34575652633 -30.9966660191343 -48.0033342969836 14.2244864584188 -179.665692768301 -96.6856438300873
CA26_Sphaerotermes_sphaerothorax_1 1 7 4 0 0 2 1 0 1 0 1 1 0.070278757 14.2290507500012 99.6033552500082 56.9162030000047 0 0 28.4581015000023 14.2290507500012 0 14.2290507500012 0 14.2290507500012 14.2290507500012 -415.369959832882 -613.770741432881 -484.797502608012 -96.5647005581229 -314.162295844205 -197.077195052772 -399.97919832495 -25.430377009229 -146.540371429927 -28.6865611983568 -214.702801849388 -145.388506390789
CA27_Acanthotermes_acanthotorax_Cameroon_1 32 67 51 10 58 14 34 4 24 3 28 19 0.0423573072 755.477675880208 1581.78138387419 1204.04254593408 236.086773712565 1369.30328753288 330.521483197591 802.695030622721 94.434709485026 566.608256910156 70.8260321137695 661.042966395182 448.564870053874 272.971511340672 780.842443980356 595.333009945305 127.616452376294 1015.01821417267 77.5512940466217 336.238761519242 65.9051368702764 385.649701071341 38.3731360057967 404.22484853778 268.669859029181
CA35_Basidentitermes_aurivillii_Cameroon_1 47 35 31 8 15 17 30 3 15 2 15 8 0.0393033504 1195.82680666328 890.509324110954 788.736829926845 203.544988368218 381.646853190409 432.533100282463 763.293706380818 76.3293706380818 381.646853190409 50.8862470920545 381.646853190409 203.544988368218 707.533830774336 79.9928282420358 172.699509269705 93.7724691950121 22.9732817361666 176.562172365861 291.122719839827 47.4608181508039 198.480075985392 18.0214015978324 121.778626903061 21.432095800159
CA37_Sphaerotermes_sp.A_1 34 51 32 2 11 9 14 0 4 1 12 6 0.0611383626 556.115645792581 834.173468688872 523.402960745959 32.7126850466224 179.919767756423 147.207082709801 228.988795326357 0 65.4253700932449 16.3563425233112 196.276110279735 98.1380551398673 109.196895109908 92.1340552600668 -40.2425685038099 -67.7494517216041 -147.377161623887 -87.3093283791228 -202.323419090675 -26.4449328564402 -101.953187556309 -13.5631699280417 -41.7846186719578 -68.1175500698556
CA38_Aderitotermes_sp_Cameroon_1 31 26 29 3 12 13 15 0 14 1 10 8 0.0400667923 773.708056484472 648.916434470847 723.791407679022 74.8749732081747 299.499892832699 324.458217235424 374.374866040873 0 349.416541638149 24.9583244027249 249.583244027249 199.666595221799 286.861693806145 -159.205820742482 109.585919695483 -34.5720166743728 -58.0766220675496 69.2374275344766 -96.3675296508767 -28.7838127693013 166.801785573521 -7.80354012524972 -9.52250239300876 18.1081386888018
CA8_Postsubulitermes_parviconstrictus_1 3 2 5 0 0 2 1 0 0 0 0 0 0.0546734964 54.8711934947698 36.5807956631799 91.4519891579497 0 0 36.5807956631799 18.2903978315899 0 0 0 0 0 -404.297554011226 -725.73317368008 -487.705595607271 -103.218735938756 -336.58686203321 -204.287825326345 -425.119199103858 -27.1625132493222 -172.053101727083 -30.7915606948885 -244.517448606371 -170.950598742476
Chi131_Stylotermes_sp._1 20 52 30 3 37 9 17 1 4 4 9 18 0.1442889474 138.610755434758 360.38796413037 207.916133152136 20.7916133152136 256.429897554301 62.3748399456409 117.819142119544 6.93053777173788 27.7221510869515 27.7221510869515 62.3748399456409 124.749679891282 -150.749529512395 -120.881755279523 -156.214595998618 -44.215368466396 48.6193285941509 -90.439962530356 -157.897519375512 -10.2849342632005 -79.5327997167332 9.01885242573012 -92.6400844113466 18.8807007621845
CN14_Stylotermes_sp._1 3 8 5 1 0 9 0 0 2 0 1 1 0.1497629066 20.0316624997982 53.4177666661285 33.3861041663303 6.67722083326607 0 60.0949874993946 0 0 13.3544416665321 0 6.67722083326607 6.67722083326607 -258.956252666369 -410.684993917325 -317.610190895174 -55.9956814912569 -199.944557392467 -87.3412446009731 -265.473513952017 -16.6078792910458 -89.9424591532261 -17.9649142371871 -142.870642201471 -95.2163932615858
COL2012L04_Patawatermes_turricola_1 21 33 28 9 5 15 17 1 12 1 16 10 0.0583873761 359.666787629458 565.190666274863 479.555716839278 154.142908984053 85.6349494355853 256.904848306756 291.15882808099 17.1269898871171 205.523878645405 17.1269898871171 274.031838193873 171.269898871171 -92.4646890158967 -185.476153799135 -90.6906381646664 52.5077599879728 -245.615113470371 19.6853892132625 -145.301170522743 -9.62329406436712 36.1561680492773 -13.1636041722844 33.2235893315124 3.01643888354221
COL2012L05_Cavitermes_tuberosus_1 5 1 1 2 1 5 2 1 0 1 0 0 0.0305114993 163.872641945196 32.7745283890392 32.7745283890392 65.5490567780784 32.7745283890392 163.872641945196 65.5490567780784 32.7745283890392 0 32.7745283890392 0 0 -341.079634339807 -805.314212783039 -604.35830733797 -47.9722808083656 -338.532824196409 -100.736930898355 -423.07368336636 2.93010729577252 -189.523891833317 -1.27625322079517 -268.648998548091 -188.497817294797
COL-4PUERTO_Heterotermes_nr_tenuis_1 21 60 29 4 3 10 5 1 7 0 0 2 0.0743947379 282.278029236796 806.508654962275 389.8125165651 53.7672436641517 40.3254327481138 134.418109160379 67.2090545801896 13.4418109160379 94.0926764122654 0 0 26.8836218320758 -139.521786221236 106.042742659115 -142.025141767362 -41.0424152297128 -267.922249525028 -87.0729312833263 -339.297164190439 -11.5317047908927 -63.7006077403483 -28.1313549801259 -224.821058353515 -129.744777744025
COPACI_Coptotermes_acinaciformis_Australia_1 1 0 1 0 0 0 0 0 0 0 0 0 0.8546531638 1.17006528771713 0 1.17006528771713 0 0 0 0 0 0 0 0 0 1057.8483718743 1746.51328173398 1341.51531755591 237.890146963643 812.974011142462 545.170657524536 1053.55255883091 61.6327852567007 406.387364123332 77.1179987976713 554.454143697304 410.02033686286
COPFRE_Coptotermes_frenchi_Australia_1 21 29 30 7 8 14 6 0 6 0 2 5 0.3726222888 56.3573372586723 77.8267990714999 80.5104817981033 18.7857790862241 21.4694618128276 37.5715581724482 16.1020963596207 0 16.1020963596207 0 5.36736545320689 13.4184136330172 199.656077305516 312.6364158973 264.251797984558 51.1394355661641 141.77107621353 109.111176500773 167.654257941505 8.12883112014785 73.9478971761113 12.0966720030559 78.3980537394697 73.372442748855
COP-LAC_Coptotermes_lacteus_Australia_1 11 15 8 1 0 3 0 0 2 0 1 0 0.2490173239 44.1736334955449 60.2367729484704 32.1262789058509 4.01578486323136 0 12.0473545896941 0 0 8.03156972646271 0 4.01578486323136 0 -46.7413565688248 -92.5928427545111 -80.7150437741043 -16.3353375610997 -57.3171891385187 -37.8640606395273 -79.7436603750641 -5.59094227208523 -23.4975428352266 -4.57644839861937 -46.4027339331818 -29.8118674810209
CRYBREVIS_Cryptotermes_brevis_Australia_1 3 2 6 0 0 6 2 0 0 0 0 0 0.0760303288 39.4579380011835 26.305292000789 78.9158760023671 0 0 78.9158760023671 26.305292000789 0 0 0 0 0 -379.242666628749 -669.031221157927 -448.997280869976 -94.1122479376616 -305.897358408946 -140.968075232235 -377.140326882878 -24.7919701150642 -156.610639142133 -27.9107295058527 -223.187528503965 -155.440580917498
CRYDRUDDLE_Cryptotermes_dudleyi_Australia_1 46 83 84 3 30 17 21 5 10 3 10 18 0.043344382 1061.26787088578 1914.89637572869 1937.96741640012 69.2131220142901 692.131220142901 392.207691414311 484.491854100031 115.35520335715 230.7104067143 69.2131220142901 230.7104067143 415.278732085741 580.632071917674 1117.05301470768 1331.62630670538 -38.8363136468944 339.264561043974 140.207376367959 19.8826489667063 86.9351930289003 50.4655740242201 36.8933727989132 -25.12188018162 236.100566492798
Cryptotermes_secundus_1 48 105 55 11 25 21 24 2 9 6 7 20 0.0406796784 1179.95033117076 2581.14134943604 1352.02642113316 270.405284226632 614.557464151437 516.228269887207 589.97516558538 49.164597132115 221.240687094517 147.493791396345 172.076089962402 491.64597132115 694.265299995018 1774.94117476069 739.291516285255 161.219627102199 257.861658985428 261.609686176596 120.379633163889 20.4488128470583 39.0690899446017 114.81459930589 -86.4175426715026 310.532612364312
CRYQUEEN_Cryptotermes_queenslandicus_Australia_1 37 54 24 2 6 21 9 0 6 1 5 6 0.0341396125 1083.78500195338 1581.74027312114 702.99567694273 58.5829730785609 175.748919235683 615.121217324889 263.623378853524 0 175.748919235683 29.2914865392804 146.457432696402 175.748919235683 585.707481278115 755.029707716624 74.5682794465606 -53.3913481384325 -190.344879620672 354.07653443831 -218.210253544104 -29.4417116148437 -11.1515965606069 -4.26989751064651 -118.568024531091 -10.1140456920073
CU_1490_0_NODE_2_length_15846_cov_660191_ID_1569873_1 59 21 12 9 31 20 49 1 14 0 22 19 0.0914442691 645.201723199076 229.648070969163 131.227469125236 98.4206018439268 339.004295240192 218.71244854206 535.845498928046 10.935622427103 153.098713979442 0 240.583693396266 207.776826114957 255.708330886993 -417.348571756594 -359.700870080586 10.8808108962606 55.2565781189241 13.973835378172 161.243219744918 -12.1454474165319 7.63341661418252 -25.8315372768508 32.7906816869468 63.5303438506917
Dolichorhinotermes_longilabius_1 42 29 24 8 26 16 52 2 16 2 34 15 0.0948276515 442.90878594626 305.817971248608 253.090734826434 84.363578275478 274.181629395304 168.727156550956 548.363258790607 21.0908945688695 168.727156550956 21.0908945688695 358.545207670782 158.181709266521 59.8264193800903 -330.56799934154 -229.719382904239 -1.73354876718354 -4.70420912513381 -32.6870327944158 180.092134782643 -1.61463016729484 25.7082779777725 -4.28425697812205 154.13131487368 16.392347999877
E31_Microtermes_obesi_Pakistan_1 21 44 25 2 18 10 19 1 12 0 5 5 0.0858933261 244.489309629843 512.26331541491 291.05870194029 23.2846961552232 209.562265397009 116.423480776116 221.20461347462 11.6423480776116 139.708176931339 0 58.2117403880579 58.2117403880579 -155.522325753759 -152.141716092575 -213.188789327659 -66.6219999063428 -82.1620880589893 -93.7693450491683 -163.784869206846 -12.054859476469 -9.7708350140232 -26.5803060747442 -155.125219434232 -90.0660150192902
E38_Coptotermes_heimi_Pakistan_1 0 1 4 0 0 1 0 0 0 0 0 0 0.098329858 0 10.1698509520882 40.6794038083529 0 0 10.1698509520882 0 0 0 0 0 0 -376.446186145356 -615.23280160617 -433.727381204533 -84.6037969049204 -273.853211159712 -187.803161095098 -361.7176192055 -22.3167905166961 -140.486541762739 -24.9027375894028 -200.916099518211 -139.245946390112
E48_Coptotermes_heimi_Pakistan_1 0 1 0 0 0 0 0 0 0 0 0 0 0.1516337514 0 6.59483782975246 0 0 0 0 0 0 0 0 0 0 -275.442931844327 -451.640740613896 -346.507316094176 -61.8751798250427 -197.256176587922 -145.597988509023 -261.972695144941 -16.4002212351676 -101.94415101655 -17.7125552754862 -147.67937573472 -100.53494649601
E50_Microtermes_sp1_Pakistan_1 24 14 18 1 4 8 4 0 4 0 1 2 0.0996497566 240.843538598267 140.492064182322 180.6326539487 10.0351474415945 40.1405897663778 80.2811795327556 40.1405897663778 0 40.1405897663778 0 10.0351474415945 20.0702948831889 -133.101628476175 -480.771236200772 -290.607114187957 -74.0058487380853 -231.815943453943 -116.394934373722 -319.107168848702 -22.1702858054381 -99.3915742888116 -24.7246959687154 -189.562716715025 -118.217098738903
E58_Kalotermitidae_spA_Pakistan_1 51 86 68 6 63 17 76 5 29 3 26 23 0.0594856097 857.350210533355 1445.72780599742 1143.13361404447 100.864730650983 1059.07967183532 285.783403511118 1277.61992157912 84.0539422091525 487.512864813084 50.4323653254915 437.080499487593 386.648134162101 407.299729487146 698.505171439641 575.522404153372 -0.302134897744859 729.407757009389 49.643040276885 843.214992878269 57.4255588312895 318.939252843564 20.2899124112032 197.369100312632 219.192246698008
EC1466_0_NODE_3_length_15795_cov_299853_ID_608187_1 21 52 40 0 36 6 42 2 6 2 26 10 0.0519390797 404.319832413203 1001.1729183565 770.133014120387 0 693.119712708348 115.519952118058 808.639664826406 38.5066507060193 115.519952118058 38.5066507060193 500.586459178251 192.533253530097 -60.0302436543397 230.283507146003 184.414361834113 -104.38468285458 352.603527746851 -128.035435820195 360.113289946715 11.0406255588191 -58.5103214475515 7.34624350966269 253.338039581178 19.5968335308166
Embiratermes_neotenicus_French_Guiana_1 33 72 37 9 38 20 32 2 15 5 24 28 0.1475210117 223.696947436268 488.066067133676 250.811728943695 61.0082583917095 257.590424320551 135.573907537132 216.918252059412 13.5573907537132 101.680430652849 33.8934768842831 162.688689044559 189.803470551985 -59.5390379224768 16.9324690822513 -105.563857362632 -2.62058105982701 54.4242917258194 -14.0651523618817 -52.7504082935295 -3.29933202045719 -3.23751477990334 15.6261525972582 10.9017561796449 86.2817203548558
FG16-11_1 23 92 58 10 52 18 47 5 14 3 20 20 0.0226174533 1016.91378312694 4067.65513250778 2564.39127918969 442.136427446498 2299.10942272179 795.845569403696 2078.04120899854 221.068213723249 618.990998425097 132.640928233949 884.272854892995 884.272854892995 497.003418703444 3204.8097649699 1908.31715743985 325.249092794914 1916.45842381325 523.479511645268 1574.64673327201 190.347577646583 423.759166963108 97.5253157775475 607.739757836705 690.042127779081
FG-ND2-32_Nasutitermes_sp.SC_1 40 27 22 8 3 16 10 1 4 2 2 4 0.023304147 1716.43270187062 1158.59207376267 944.037986028839 343.286540374123 128.732452640296 686.573080748246 429.108175467654 42.9108175467654 171.643270187062 85.8216350935308 85.8216350935308 171.643270187062 1197.82352379551 297.9002557935 289.611544287676 226.692009815503 -252.931775927014 414.881750414157 -73.0013244983697 12.2664023724034 -23.0920343756681 50.7986510096905 -190.025633583275 -22.0887579003382
FG-ND2-3_Comatermes_sp._1 32 55 50 10 42 13 56 0 15 2 22 21 0.0475938163 672.356253137868 1155.61231008071 1050.55664552792 210.111329105584 882.467582243452 273.144727837259 1176.62344299127 0 315.166993658376 42.0222658211168 462.244924032284 441.233791121726 199.772524400684 371.095658484892 454.411796472088 103.873839230161 535.707307598379 25.3197967505027 719.965992870907 -27.9483361063578 137.994795006711 10.2757244035029 210.656716614153 265.141701240042
FG-ND2-43_Tetimatermes_sp.A_1 28 67 37 6 18 9 22 1 17 0 20 14 0.0911252851 307.269271852188 735.25147193202 406.034394947534 65.8434153968973 197.530246190692 98.765123095346 241.42585645529 10.9739025661496 186.556343624542 0 219.478051322991 153.634635926094 -82.8285495177913 87.254459091284 -85.6593270772767 -21.8323893525414 -86.6758469875085 -106.286915476006 -133.77332161884 -12.142573526735 40.8603988302566 -25.8745651490929 11.3664575736711 9.15649723295287
FG-ND2-48_Ruptitermes_arboreus_1 28 74 53 7 26 17 34 4 13 5 22 19 0.0527168577 531.13939680058 1403.72554868725 1005.37100108681 132.784849200145 493.200868457681 322.477490914638 644.954981829275 75.8770566857971 246.600434228841 94.8463208572464 417.323811771884 360.416019257536 68.2630988027598 635.275337772968 421.518580079181 28.7318085054069 153.802340848305 79.6863274721788 197.88402422959 48.4973625198654 73.1325477925325 63.7908284290811 170.852190076611 188.044446629717
FL01_NODE_1_length_15415_cov_164305_ID_1381_1 7 19 9 2 1 6 0 0 0 0 0 0 0.0725349548 96.505195588817 261.942673741075 124.078108614193 27.5729130253763 13.7864565126881 82.7187390761289 0 0 0 0 0 0 -328.818642851635 -444.355729952194 -412.22198680535 -68.0297516929282 -297.133711039113 -140.59967601932 -409.98633836877 -25.1799459479112 -159.138035583911 -28.3822218249358 -226.678497892667 -157.97903381302
FLY667_0_NODE_1_length_15810_cov_38592_ID_136216_1 18 118 52 4 56 9 34 1 8 2 23 19 0.0617998414 291.262883402804 1909.39001341838 841.426107608101 64.7250852006232 906.151192808725 145.631441701402 550.163224205297 16.1812713001558 129.450170401246 32.3625426003116 372.169239903583 307.44415470296 -154.402459560666 1169.42507276317 279.367756739208 -35.454999030862 579.804800270666 -88.2350174701259 120.088802160739 -10.1902394308293 -37.450092460559 2.53225727413505 134.769156205324 141.668936649286
G13-055_Termes_fatalis_1 16 13 11 1 0 7 3 0 4 0 2 0 0.0453580102 352.749160059054 286.608692547981 242.5150475406 22.0468225036909 0 154.327757525836 66.1404675110726 0 88.1872900147635 0 44.0936450073817 0 -124.071101465547 -504.919701346282 -358.994483052645 -85.1440082530526 -349.973100317156 -95.6940186625629 -394.700735341668 -28.1965037512885 -90.6015506276146 -32.0481301469198 -209.727551113581 -177.715804101785
G13-058_Microcerotermes_sp._1 2 1 0 0 1 0 0 0 0 0 0 0 0.0791135139 25.2801310598846 12.6400655299423 0 0 12.6400655299423 0 0 0 0 0 0 0 -387.578278772464 -673.027228379571 -520.515240665568 -92.7975872430211 -288.826794079906 -216.85449349925 -397.676207982358 -24.4497459905516 -154.381283699458 -27.4948375031767 -220.108228605357 -153.201472843648
G13-065_Anoplotermes-group_sp.Q_1 35 94 77 12 39 21 46 2 23 5 41 19 0.023094731 1515.49719284455 4070.1924607825 3334.09382425801 519.599037546703 1688.69687202678 909.29831570673 1991.79631059569 86.5998395911171 995.898155297847 216.499598977793 1775.2967116179 822.698476115613 996.491201400783 3208.84389041196 2679.16490148827 402.915212646323 1306.73171526138 637.401218640988 1489.29494088649 55.9321798806879 801.011428525862 181.448366690615 1499.24029083162 628.814363401054
G13-067_Crepititermes_verruculosus_1 47 62 45 13 36 19 43 2 16 1 25 10 0.0335715093 1399.9966334549 1846.80406966392 1340.42230862704 387.233111381144 1072.33784690163 565.956085864748 1280.84798379917 59.5743248278682 476.594598622946 29.7871624139341 744.679060348353 297.871624139341 900.842638467557 1018.3118679908 710.631781855758 275.016552697597 705.427690783636 304.353199504197 797.95128814428 30.0695554938325 289.283305036857 -3.85085329121669 479.086215802415 111.596084416222
G13-072_Rubeotermes_jheringi_1 43 47 31 13 23 14 78 3 21 2 29 13 0.0290379209 1480.82227195543 1618.57318097454 1067.5695448981 447.690454312106 792.06772685988 482.128181566883 2686.14272587264 103.313181764332 723.192272350325 68.8754545095548 998.694090388544 447.690454312106 973.077775358286 775.863130290266 426.900946907802 333.540787403835 418.642860365982 216.070708795907 2194.76255177301 73.3051979716216 532.602881716353 34.6259013527653 728.573370334757 258.122477041221
G13-080_Neocapritermes_taracua_1 25 57 36 11 15 9 20 1 11 1 17 4 0.0510828757 489.400795421547 1115.83381356113 704.737145407027 215.336349985481 293.640477252928 176.184286351757 391.520636337237 19.5760318168619 215.336349985481 19.5760318168619 332.792540886652 78.3041272674475 23.4283352310171 342.25924919585 116.964083397539 110.586584364578 -48.1060622512734 -68.2123854363821 -58.607910494876 -7.98502935795274 40.6869818843409 -11.6998690604479 84.6889962144134 -95.254095584105
G13-081_Aparatermes_nr.cingulatus_1 30 32 28 4 9 12 35 1 7 2 18 8 0.0858738181 349.349786276709 372.63977202849 326.059800524929 46.5799715035612 104.804935883013 139.739914510684 407.574750656161 11.6449928758903 81.5149501312321 23.2899857517806 209.609871766026 93.1599430071225 -50.6988139767968 -291.82643878643 -178.234499009369 -43.3350427095264 -186.947450327351 -70.4720793695773 22.5487636247412 -12.0543800065778 -67.978167443395 -3.29295176445192 -3.74657147372757 -55.1319797365638
G13-084_Termes_sp.A_1 36 49 50 9 13 20 24 6 12 2 19 6 0.0535057231 672.825221569616 915.789884914199 934.479474402244 168.206305392404 242.964663344583 373.791789760898 448.550147713077 112.137536928269 224.275073856539 37.3791789760898 355.102200272853 112.137536928269 211.443710678763 149.813645643952 352.519888219104 64.4896344909495 -95.3002744562057 131.775745005987 2.95535469346361 84.8454044111248 51.3775915043147 6.43009689968952 109.41844990786 -59.6611363020015
G13-10_Longustitermes_manni_1 25 46 40 14 14 6 33 2 9 2 16 11 0.0332381054 752.148767179732 1383.95373161071 1203.43802748757 421.20330962065 421.20330962065 180.515704123136 992.836372677246 60.1719013743786 270.773556184704 60.1719013743786 481.375210995029 330.945457559082 252.363019486373 554.415937375653 572.847518219223 308.844588534084 53.8140562280339 -81.4147762647255 509.315794889818 30.6301252262575 83.2211885874973 26.4889126912282 215.44938267998 144.427789212436
