Species C_T A_G T_C G_T A_C G_A A_T G_C C_A C_G T_A T_G BranchLength C_T_rate A_G_rate T_C_rate G_T_rate A_C_rate G_A_rate A_T_rate G_C_rate C_A_rate C_G_rate T_A_rate T_G_rate C_T_rate.res A_G_rate.res T_C_rate.res G_T_rate.res A_C_rate.res G_A_rate.res A_T_rate.res G_C_rate.res C_A_rate.res C_G_rate.res T_A_rate.res T_G_rate.res
NG91_Prorhinotermes_inopinatus_New_Guinea_1 35 62 54 5 24 33 8 3 10 4 6 9 0.0473898014 738.555532330211 1308.29837155637 1139.48567845233 105.50793319003 506.438079312145 696.352359054199 168.812693104048 63.3047599140181 211.01586638006 84.4063465520242 126.609519828036 189.914279742054 265.585224536386 523.141906023269 542.85130798076 -0.816548014636182 159.384637782785 448.326968216605 -288.226519949747 35.3337787771884 33.6961508868979 52.6322854874917 -125.182445405636 13.674027685554
NS_NODE_1_length_15816_cov_213313_ID_1901_1 3 3 4 0 0 3 0 0 0 0 1 0 0.0906940095 33.0782597057857 33.0782597057857 44.104346274381 0 0 33.0782597057857 0 0 0 0 11.0260865685952 0 -357.836767243789 -616.271282483004 -448.624195473328 -87.8596993459316 -284.825830873443 -172.397539087581 -376.006202650147 -23.164346366594 -146.007786793701 -25.9327400776722 -197.516239319172 -144.791344889556
NSW2_Coptotermes_acinaciformis_acinaciformis_1 1 3 1 0 0 3 0 0 0 0 0 0 0.6441729869 1.5523780418244 4.65713412547321 1.5523780418244 0 0 4.65713412547321 0 0 0 0 0 0 659.400852945679 1091.08063465975 836.863173606967 148.142043428958 510.51660403145 343.015427368676 659.691474358168 38.27012880547 254.195681584685 48.7262482360432 344.239198319116 257.162870250741
NSW3_Amitermes_obeuntis_1 2 5 4 0 0 3 1 1 0 0 2 0 0.038068447 52.5369474620281 131.34236865507 105.073894924056 0 0 78.8054211930421 26.268473731014 26.268473731014 0 0 52.5369474620281 0 -438.095993750114 -683.046924771863 -513.926501766587 -110.299078205182 -360.448112344019 -178.378890784589 -448.213326110814 -2.73714926004993 -184.059697521726 -33.0314220802783 -208.564626091565 -183.009719091178
NSW6_Occasitermes_occasus_1 31 43 50 1 6 14 16 3 9 1 6 5 0.0440120181 704.353068508804 977.005869221889 1136.05333630452 22.7210667260904 136.326400356543 318.094934165266 363.537067617447 68.1632001782713 204.489600534814 22.7210667260904 136.326400356543 113.605333630452 224.982344462764 181.256290967791 531.314179059673 -85.0436909444691 -215.5808739363 66.750621039637 -99.8228232942155 39.8172954169613 24.7275147849878 -9.50862480358749 -118.839091744917 -65.0879731773657
NU_mod_1 36 38 23 2 30 9 38 2 15 0 19 15 0.2073779816 173.596057412876 183.240282824703 110.908592236004 9.64422541182646 144.663381177397 43.3990143532191 183.240282824703 9.64422541182646 72.3316905886985 0 91.6201414123514 72.3316905886985 3.78046908086625 -100.175047661125 -101.843814355401 -28.4617851872332 27.510972915847 -47.4261389534558 25.5789925970113 -0.568556614186199 10.6944621095159 -10.1931950088882 -0.385248870476696 12.2799949722383
Odontotermes_formosanus_Japan_1 25 39 15 3 4 20 13 0 10 3 3 1 0.0355151771 703.92440757391 1098.1220758153 422.354644544346 84.4709289088692 112.627905211826 563.139526059128 366.040691938433 0 281.569763029564 84.4709289088692 84.4709289088692 28.1569763029564 208.453385078031 275.725437495097 -202.772168874725 -26.9168557707756 -251.489224352639 303.446437281493 -113.218914852138 -29.2890281476897 95.6638752975315 51.095095287395 -179.1806971032 -156.707009419119
Periplaneta_fuliginosa_1 9 26 14 4 16 2 120 0 7 2 70 11 0.2552914198 35.253828769689 101.844394223546 54.8392891972941 15.668368342084 62.6734733683361 7.83418417104201 470.05105026252 0 27.419644598647 7.83418417104201 274.19644598647 43.088012940731 -43.7726469052844 -31.3089429298189 -42.9477197661501 -2.00749878403777 14.3720823245778 -35.912467107875 402.047793433553 -4.89453679954794 0.427136032133374 4.10405093813616 230.04411693933 17.8325954716802
PHI1_Microcerotermes_crassus_1 8 10 12 0 0 2 1 0 0 0 0 2 0.0832265065 96.1232224735998 120.154028092 144.1848337104 0 0 24.0308056183999 12.0154028092 0 0 0 0 24.0308056183999 -308.941654635001 -552.614453086564 -366.46152992476 -91.0438197807409 -295.556540188871 -188.782367997878 -377.964366725969 -23.9932163804216 -151.407306419116 -26.9400343778615 -216.000418893848 -126.183679860024
PHI2_Nasutitermes_matangensis_1 3 3 5 2 0 3 0 0 0 1 0 0 0.027678357 108.387936466027 108.387936466027 180.646560776711 72.2586243106843 0 108.387936466027 0 0 0 36.1293121553422 0 0 -401.932739272474 -738.585861286953 -463.2842285786 -42.4707564854046 -375.378542978079 -159.005408540956 -493.924258392752 -30.1588912310593 -191.572449088727 1.6963669105665 -271.478570732107 -190.555336254102
PHI3_Hospitalitermes_sp._1 16 30 25 4 14 22 6 1 9 1 5 3 0.0728046118 219.766297826754 412.061808425164 343.384840354303 54.9415744566885 192.29551059841 302.178659511787 82.4123616850327 13.7353936141721 123.618542527549 13.7353936141721 68.6769680708606 41.2061808425164 -205.046579165897 -293.390920237085 -192.26822939994 -40.5461093417437 -118.237163184474 79.1252023926021 -327.069380954012 -11.4146212307561 -35.3245124499087 -14.6104540761827 -157.732212623575 -116.577019393769
PHI4_Macrotermes_sp_Philippines_1 6 5 11 2 1 6 1 0 0 1 2 1 0.054906742 109.276197811919 91.0634981765992 200.339695988518 36.4253992706397 18.2126996353198 109.276197811919 18.2126996353198 0 0 18.2126996353198 36.4253992706397 18.2126996353198 -349.450582641602 -670.518986428585 -378.2582300639 -66.6938814578154 -318.038991359767 -131.363242098871 -424.760436411899 -27.1366237004734 -171.884449073747 -12.5473984724865 -207.859097654552 -152.568508658899
PHI5_Nasutitermes_matangensis_1 3 13 17 2 5 7 2 0 1 0 3 0 0.0409120165 73.3280893157637 317.755053701643 415.525839455995 48.8853928771758 122.21348219294 171.098875070115 48.8853928771758 0 24.4426964385879 0 73.3280893157637 0 -411.916694390211 -487.71648225888 -196.651584170481 -60.2011959921795 -234.148456001204 -83.2914192477311 -420.275376815691 -28.6899954659348 -157.560904243073 -32.6478519163905 -184.933497993398 -180.944627564236
Prorhinotermes_canalifrons_1 35 68 49 10 19 31 15 4 10 2 3 13 0.1557514782 224.716968368394 436.592967115737 314.603755715752 64.2048481052554 121.989211399985 199.035029126292 96.3072721578831 25.6819392421022 64.2048481052554 12.8409696210511 19.2614544315766 83.466302536832 -42.9234601202854 -8.72895160715097 -22.0233239213935 4.08545439089015 -69.3498427801996 57.4830122024084 -157.960125666917 9.7387730987979 -34.7619024778837 -4.31614393109372 -124.305383357322 -14.0782184658176
RDCT011_Macrotermes_muelleri_Congo_1 20 72 40 13 11 10 12 0 7 0 13 11 0.0941020456 212.535231008836 765.126831631809 425.070462017672 138.147900155743 116.89437705486 106.267615504418 127.521138605301 0 74.3873308530925 0 138.147900155743 116.89437705486 -171.922054959375 126.465278386693 -59.4807031925515 51.7413769770761 -163.034148156224 -95.8595353840581 -242.107775627296 -22.7860647737601 -69.156210823322 -25.4730288009081 -66.9906841865734 -25.4219425280796
RDCT012_Furculitermes_longilabius_1 19 27 29 4 6 17 8 2 7 0 3 2 0.0433639812 438.151651998226 622.636558102742 668.757784628871 92.242453052258 138.363679578387 392.030425472097 184.484906104516 46.121226526129 161.424292841452 0 69.1818397891935 46.121226526129 -42.44700928902 -175.145337597257 62.4637020293649 -15.7986255700039 -214.474815712903 140.049368091477 -280.087624020832 17.7033916491881 -18.8063682754739 -32.3171054718862 -186.630872604186 -133.042705498106
RDCT016_Protermes_prorepens_1 33 56 48 6 36 16 22 2 19 1 19 11 0.1050802812 314.045600403285 532.925867351029 456.793600586596 57.0992000733245 342.595200439947 152.264533528865 209.36373360219 19.0330666911082 180.814133565528 9.51653334555408 180.814133565528 104.681866801095 -49.6094992450166 -71.306690052803 -1.41595215701397 -24.6262370298348 78.4422638051088 -39.0756877137272 -139.722154476131 -2.53444747831006 45.2086132832303 -14.4756371087266 -13.3600491357763 -29.6617053887052
RDCT033_Microcerotermes_fuscotibialis_1 22 53 45 4 6 8 5 0 5 0 4 2 0.1442253248 152.53909138709 367.480538341627 312.01177783723 27.7343802521983 41.6015703782974 55.4687605043965 34.6679753152478 0 34.6679753152478 0 27.7343802521983 13.8671901260991 -136.941749287557 -113.988708780243 -52.2716098949559 -37.2997300114187 -166.300423469997 -97.40855588869 -241.167739986214 -17.2225339491206 -72.6329790156293 -18.711880737766 -127.344086532303 -92.047993779137
RDCT040_Acidnotermes_praus_1 14 51 33 5 5 9 7 1 4 1 5 10 0.0730889691 191.547372639027 697.779714613597 451.504521220563 68.4097759425095 68.4097759425095 123.137596696517 95.7736863195133 13.6819551885019 54.7278207540076 13.6819551885019 68.4097759425095 136.819551885019 -232.726687939808 -6.78123720437157 -83.4662503874595 -26.9566587731011 -241.714279922442 -99.6364583127885 -313.175952649697 -11.4364968650644 -104.009624286369 -14.6255354382525 -157.715405777924 -20.7571389443905
RDCT046_Astalotermes_quietus_1 0 0 2 0 1 0 0 0 0 0 0 0 0.1087163518 0 0 18.3964966344649 0 9.19824831723244 0 0 0 0 0 0 0 -356.765265903656 -592.829426324552 -431.088524578191 -80.1750277226917 -249.729699903276 -187.767512550709 -342.28189004474 -21.1639214439115 -132.976390496331 -23.5016995176817 -190.542694008032 -131.702940903164
RDCT048_Microtermes_sp._1 1 0 0 0 0 1 0 0 0 0 0 0 0.0490393975 20.3917676598698 0 0 0 0 20.3917676598698 0 0 0 0 0 0 -449.452791454924 -779.983144488078 -592.676264380948 -105.621098474028 -344.682992366238 -226.012772822242 -453.952405932777 -27.7878810105603 -176.126943757288 -31.5515464235414 -250.144447832438 -175.042262371709
RDCT051_Orthotermes_depressifrons_1 28 43 32 3 13 11 7 2 8 2 16 3 0.0954942349 293.21141772926 450.288962941364 335.098763119155 31.4155090424207 136.133872517157 115.190199822209 73.3028544323151 20.9436726949472 83.7746907797886 20.9436726949472 167.549381559577 31.4155090424207 -88.6078686307827 -184.006526268837 -146.111928051618 -54.3973888776754 -141.794093914058 -85.5690219581641 -293.720925219129 -1.68786332076062 -58.7622020278349 -4.34156316544593 -36.1987678165305 -109.889757943658
RDCT052_Astalotermes_sp.B_1 33 60 53 6 36 16 45 1 7 3 25 25 0.0309109098 1067.58423525923 1941.06224592587 1714.60498390119 194.106224592587 1164.63734755552 517.616598913565 1455.7966844444 32.3510374320978 226.457262024685 97.0531122962935 808.775935802446 808.775935802446 563.38878474677 1104.22610152294 1078.43050951652 80.7551944214768 793.903942911308 253.399476470999 967.921341299512 2.55094968381376 37.2221715260775 63.0562073196638 540.525844446841 620.568183244706
RDCT067_Coptotermes_sjosdteti_Congo_1 0 3 0 0 0 1 0 0 0 0 0 0 0.0254810775 0 117.734424692205 0 0 0 39.2448082307351 0 0 0 0 0 0 -514.484206129115 -736.130291558428 -649.203028645733 -115.666294053029 -378.536006403169 -230.307526639686 -498.035918215096 -30.4027825411194 -193.161233690858 -34.7293371064559 -273.673081383305 -192.15107121953
RDCT073_Astalotermes_quietus_1 1 0 1 0 0 0 0 0 0 0 0 0 0.094324389 10.6017119283964 0 10.6017119283964 0 0 0 0 0 0 0 0 0 -373.434265097074 -637.96425904659 -473.415953738667 -86.311716633094 -279.609020499321 -201.908682028778 -369.212854088886 -22.7613853357964 -143.382772065491 -25.4430368157017 -204.916521122993 -142.15484666258
RDCT089_Microtermes_sp._1 0 1 0 0 0 1 0 0 1 0 0 0 0.042418406 0 23.5746718063852 0 0 0 23.5746718063852 0 0 23.5746718063852 0 0 0 -482.39039105208 -777.172655299406 -608.562933112829 -108.444268994863 -354.197275141406 -229.335483247935 -466.341937958464 -28.5227908346551 -157.339705386678 -32.4446544677634 -256.757096049582 -179.850639113197
RDCT100_Noditermes_cristifrons_1 9 59 46 5 8 8 16 2 11 1 14 13 0.0820320634 109.713197827473 719.230963535656 560.756344451528 60.9517765708183 97.5228425133093 97.5228425133093 195.045685026619 24.3807106283273 134.0939084558 12.1903553141637 170.664974398291 158.474619084128 -297.614978122585 42.7165729030668 47.2439868260748 -30.6013500937534 -199.750097615397 -116.463959922313 -197.169186462738 0.254914713781241 -18.1770626929979 -14.9107979446049 -46.5283824468735 7.39269065232312
RDCT106_Nasutitermes_lujae_1 49 73 43 9 21 23 31 3 16 5 15 15 0.0218781459 2239.67790616114 3336.6630030564 1965.43163193733 411.36941133572 959.861959783347 1051.27738452462 1416.9390834897 137.123137111907 731.323397930169 228.538561853178 685.615685559534 685.615685559534 1718.36665995273 2471.49908340073 1307.58358678722 294.166838270446 576.148585298375 778.184902484454 912.161178603187 106.320440173015 535.556996235598 193.32322394235 408.344212723644 490.848049659833
RDCT108_Procubitermes_undulans_1 38 44 39 10 21 12 33 1 10 3 21 5 0.0699639458 543.136890944193 628.895347409065 557.429967021671 142.930760774788 300.154597627054 171.516912929745 471.671510556799 14.2930760774788 142.930760774788 42.8792282324363 300.154597627054 71.4653803873938 112.941358162607 -85.466033013261 14.9608909759356 46.2318256840473 -14.4600780121695 -54.3277089454098 56.8741709439055 -11.1722440129511 -18.0662916120111 14.1502020324055 70.9083305294108 -88.3808027608519
RDCT114_Postsubulitermes_parviconstrictus_1 2 6 6 2 1 0 1 0 0 0 0 0 0.0559879326 35.721983418977 107.165950256931 107.165950256931 35.721983418977 17.8609917094885 0 17.8609917094885 0 0 0 0 0 -420.956095482855 -651.025797619026 -468.837724330548 -66.9362809451882 -316.837041785471 -239.577090061422 -423.088966152926 -27.0166148477722 -171.102673711419 -30.6142558994003 -243.204668761467 -169.996012944828
RDCT125_Tuberculitermes_bycanistes_1 40 69 45 14 47 23 45 2 19 4 24 15 0.0640231742 624.773771369805 1077.73475561291 702.870492791031 218.670819979432 734.109181359521 359.244918537638 702.870492791031 31.2386885684903 296.767541400657 62.4773771369805 374.864262821883 234.290164263677 183.321326074223 344.74243956825 146.146894530463 119.438758052305 410.957690515945 127.563048526593 276.956482813058 5.11396098425179 131.47490147351 32.9469980119617 139.684710244384 70.1296019189112
RDCT127_Nasutitermes_sp.A_1 16 31 23 2 7 7 5 1 3 0 3 3 0.0543027347 294.644461064315 570.873643312111 423.551412779953 36.8305576330394 128.906951715638 128.906951715638 92.0763940825986 18.4152788165197 55.2458364495591 0 55.2458364495591 55.2458364495591 -165.226826835666 -192.603076904104 -156.495792264401 -66.5462699603723 -208.212690288065 -112.325970106827 -352.026990778124 -8.78838784853005 -117.075351554222 -30.8415728806404 -189.641906650392 -115.974021351008
RDCT131_Orthotermes_mansuetus_1 26 39 33 7 5 8 11 0 6 1 5 7 0.0455774275 570.45782147314 855.68673220971 724.042619562063 153.584798088922 109.703427206373 175.525483530197 241.347539854021 0 131.644112647648 21.9406854412746 109.703427206373 153.584798088922 94.0533243502808 64.8464559314695 123.05956751197 46.4875261976629 -239.954373168476 -74.2806989084931 -219.083078320377 -28.1721491014832 -46.9860741558892 -10.077847423173 -143.898628108012 -23.9716581203308
RDCT137_Nasutitermes_latifrons_1 12 25 17 2 13 8 5 1 4 1 3 6 0.0575507014 208.511794089099 434.399571018955 295.39170829289 34.7519656815164 225.887776929857 139.007862726066 86.8799142037911 17.3759828407582 69.5039313630329 17.3759828407582 52.1279485222747 104.255897044549 -245.205061448885 -318.891156103167 -276.862197059857 -67.2399388471104 -106.564577156601 -99.0336912335088 -351.145712144779 -9.46716944571807 -100.468752737992 -13.0274705849432 -189.515920724629 -64.6051829902694
RDCT144_Odontotermes_sp.D_1 30 64 47 7 40 19 20 3 18 7 7 16 0.0520137326 576.770758420825 1230.44428463109 903.607521525959 134.579843631526 769.027677894434 365.288146999856 384.513838947217 57.6770758420825 346.062455052495 134.579843631526 134.579843631526 307.611071157773 112.562138921688 459.788993408293 318.067994358962 30.2269925451299 428.618768225555 121.806111065468 -63.8728416743924 30.2193369386583 172.086160681624 103.429506393047 -112.594017137599 134.728866492864
RDCT159_Proboscitermes_tubuliferus_1 22 63 49 8 10 4 25 1 12 0 10 8 0.0385416095 570.811657463345 1634.59701909958 1271.35323707745 207.567875441216 259.45984430152 103.783937720608 648.649610753801 25.945984430152 311.351813161825 0 259.45984430152 207.567875441216 81.0752915155012 821.691617104596 653.488165193348 97.470552278548 -100.308339390785 -152.935457053154 175.053216360252 -3.00711896930043 127.63424475672 -32.967597011937 -1.16916299639317 24.9017821589436
RDCT160_Odontotermes_nr.pauperans_1 15 37 30 4 3 13 1 1 2 0 1 3 0.0565104923 265.437432757952 654.745667469614 530.874865515903 70.7833154021205 53.0874865515904 230.045775056892 17.6958288505301 17.6958288505301 35.3916577010602 0 17.6958288505301 53.0874865515904 -190.250470250526 -101.807273735249 -43.8749586706908 -31.6521311045657 -280.859635127109 -9.01786139276056 -422.276289040562 -9.26278346737845 -135.333169311723 -30.5437676240935 -224.986938701948 -116.529026750696
RDCT163_Glyptotermes_spA_Congo_1 25 41 27 3 39 11 48 0 12 3 34 21 0.0542477892 460.848273610383 755.791168721029 497.716135499214 55.301792833246 718.923306832198 202.773240388569 884.828685331936 0 221.207171332984 55.301792833246 626.753652110121 387.112549832722 0.872871846381862 -7.85786683436474 -82.4629079498272 -48.0984633532778 381.724708825573 -38.5136694575138 440.622483690385 -27.2097654476475 48.8462539436804 24.4528083333574 381.811032748418 215.852788844808
RDCT165_Sphaerotermes_sphaerothorax_1 7 11 7 0 1 2 0 0 0 1 1 0 0.0658884158 106.240223186547 166.948922150288 106.240223186547 0 15.1771747409353 30.3543494818705 0 0 0 15.1771747409353 15.1771747409353 0 -331.677856049807 -560.193784027247 -446.007840646266 -98.4367286149855 -305.293987027093 -199.494782496865 -422.42367616032 -25.917691466438 -163.943941623933 -14.1016012401469 -218.139486675809 -162.80596396978
RDCT175_Microtermes_sp._1 1 2 2 0 0 2 0 0 0 0 0 0 0.0478598783 20.8943280994511 41.7886561989022 41.7886561989022 0 0 41.7886561989022 0 0 0 0 0 0 -451.185251200764 -741.893594694901 -553.717793176739 -106.124041852553 -346.377946846626 -205.774849265376 -456.1595815353 -27.9188040373892 -176.979817478122 -31.7106522139407 -251.322480689747 -175.898867109446
RDCT180_Cephalotermes_rectangularis_1 21 24 29 1 6 12 6 1 3 0 1 4 0.022590737 929.584546090727 1062.3823383894 1283.71199222053 44.2659307662251 265.595584597351 531.191169194701 265.595584597351 44.2659307662251 132.797792298675 0 44.2659307662251 177.0637230649 409.623558099781 199.453185495196 627.573766324379 -72.6327956339492 -117.093805303368 258.79886069262 -237.848884012334 13.5423292618992 -62.4533568905611 -35.1192162281994 -232.293848924164 -17.1864062843951
RDCT183_Apilitermes_longiceps_1 34 32 27 16 18 19 37 2 21 2 20 8 0.064953781 523.449127618914 492.65800246486 415.680189579726 246.32900123243 277.120126386484 292.515688963511 569.635815349995 30.7911251540538 323.306814117565 30.7911251540538 307.911251540538 123.164500616215 83.7600491109948 -237.415824779371 -138.810473938177 147.493747197935 -44.6940940123718 61.7482090644417 145.463203582837 4.76969208086993 158.68706708114 1.38627593178258 73.6611330813098 -40.320225172562
RDCT211_Termes_hospes_1 5 5 7 0 0 2 0 0 1 0 0 1 0.0321536569 155.503307619109 155.503307619109 217.704630666753 0 0 62.2013230476438 0 0 31.1006615238219 0 0 31.1006615238219 -346.337314880485 -677.435440490229 -415.487947200577 -112.82112660945 -368.94759245469 -200.794708317652 -485.549852318434 -29.6621466177668 -157.235837122077 -33.8292703509179 -267.00891027341 -156.204568163862
RDCT70_Ateuchotermes_retifaciens_1 40 33 29 1 16 20 13 0 9 1 7 7 0.0451068593 886.783088442604 731.596047965148 642.917739120888 22.1695772110651 354.713235377042 443.391544221302 288.204503743846 0 199.526194899586 22.1695772110651 155.187040477456 155.187040477456 409.486931882902 -60.7199837250861 40.8055871302265 -85.1283435211241 4.37923432744465 193.122993670655 -173.106665294296 -28.2243807337223 20.555754837229 -9.91243077561689 -98.8849900617534 -22.7111574766947
Reticulitermes_flavipes_IS58_1 4 2 0 2 0 1 0 0 0 0 0 0 0.1023786279 39.0706545110867 19.5353272555433 0 19.5353272555433 0 9.76766362777167 0 0 0 0 0 0 -329.703691741687 -593.169922265617 -464.692006467572 -63.3420865499086 -268.035178963146 -184.227132096231 -354.141357501995 -21.8673894300145 -137.559001923272 -24.3565974883478 -196.872431578015 -136.305599612927
Reticulitermes_santonensis_1 4 11 7 4 0 4 4 0 2 0 0 2 0.1221370222 32.7501025319741 90.0627819629288 57.3126794309547 32.7501025319741 0 32.7501025319741 32.7501025319741 0 16.3750512659871 0 0 16.3750512659871 -298.584912430547 -460.677895110438 -359.970254706893 -41.7023923883229 -239.642611089668 -141.830607268264 -284.418354618766 -19.6742680403543 -106.897269046371 -21.6913802183604 -177.138935342365 -105.581367623587
SAF1_Microtermes_sp.A_1 38 39 38 6 19 15 18 2 11 1 4 8 0.0844507075 449.966626981781 461.807854007617 449.966626981781 71.0473621550181 224.983313490891 177.618405387545 213.142086465054 23.6824540516727 130.2534972842 11.8412270258363 47.3649081033454 94.7298162066908 47.2214356790689 -207.121393556951 -57.7423403815009 -19.4744620643667 -68.8140650244383 -33.9919000684409 -174.546896637996 -0.174879758658469 -20.2686273914402 -14.9336744167474 -167.412852437886 -54.5956151753325
SAF2_Macrotermes_falciger_SouthAfrica_1 22 18 11 2 6 17 8 0 13 1 1 1 0.0636651304 345.558076482005 282.729335303458 172.779038241002 31.4143705892731 94.2431117678194 267.022150008822 125.657482357093 0 204.193408830275 15.7071852946366 15.7071852946366 15.7071852946366 -96.5728106060164 -451.385846832835 -384.803664466702 -67.9703601188556 -229.422883581478 34.9884754436147 -300.92651717255 -26.1644693519294 38.641878545152 -13.8714904937994 -219.829959902598 -148.713399960649
SAF6_Alyscotermes_sp._1 9 16 14 2 1 14 2 0 3 2 2 6 0.0418857901 214.870006713804 381.991123046763 334.242232665918 47.7488903808454 23.8744451904227 334.242232665918 47.7488903808454 0 71.6233355712681 47.7488903808454 47.7488903808454 143.246671142536 -268.52961529236 -420.426548117421 -275.598680091596 -60.9224844044128 -331.088192402083 80.8087430384558 -419.589705215744 -28.5819095719891 -109.676159646503 15.2323911531588 -209.540150405648 -36.9907707487208
SING47_Microcerotermes_crassus_1 2 4 6 0 0 6 1 0 1 0 2 0 0.0509527288 39.2520684780282 78.5041369560564 117.756205434085 0 0 117.756205434085 19.6260342390141 0 19.6260342390141 0 39.2520684780282 0 -426.967001473979 -695.478582894506 -470.32913619195 -104.805259860921 -341.933558987448 -126.768345323415 -430.746050012773 -27.5755070830121 -155.117439045711 -31.2934564418081 -208.981459092731 -173.652739711593
SING48_Microcerotermes_sp.B_1 20 36 52 4 11 18 24 0 8 0 9 3 0.030928919 646.644003303187 1163.95920594574 1681.27440858829 129.328800660637 355.654201816753 581.979602972868 775.972803963824 0 258.657601321275 0 290.989801486434 96.996600495478 142.482677648994 327.179540442922 1045.14314619 15.9854495573135 -15.0533238301278 317.780175903262 288.131160539009 -29.7980887821165 69.4355327161757 -33.9944757088395 22.7576966369692 -91.1980732026356
SING54_Hospitalitermes_hospitalis_1 14 16 24 3 9 13 10 2 2 0 3 4 0.0277562719 504.390504979885 576.446291405583 864.669437108375 108.083679638547 324.251038915641 468.362611767036 360.278932128489 72.0557864256979 72.0557864256979 0 108.083679638547 144.111572851396 -5.78253316675264 -270.283156356577 220.925599844088 -6.61247848253716 -51.0155413162242 201.045823920538 -133.499527987852 41.9055435104465 -119.460324817344 -34.4224352744858 -163.317074376144 -46.3871790991352
SING60_Macrotermes_malaccensis_1 30 41 30 8 29 11 25 1 11 2 13 4 0.0723007169 414.933645007882 567.075981510773 414.933645007882 110.648972002102 401.10252350762 152.14233650289 345.778037506569 13.8311215002627 152.14233650289 27.6622430005255 179.804579503416 55.324486001051 -10.8340407516219 -139.957018886266 -121.928490088309 14.946428959812 89.8457589948858 -71.4062346795438 -64.6466185920578 -11.374824138765 -7.16506923568506 -0.751575263214291 -47.1078611200067 -102.824658900367
SING73_Termes_comis_1 25 63 54 4 5 18 16 2 11 2 6 8 0.0843008027 296.557081300484 747.323844877221 640.563295609046 47.4491330080775 59.3114162600969 213.521098536349 189.79653203231 23.7245665040388 130.485115772213 23.7245665040388 71.1736995121163 94.898266016155 -106.472158158368 77.9244788051046 132.49464074293 -43.1366101594424 -234.70137359605 1.76350051076475 -198.172960465806 -0.149406281013747 -20.1454004112102 -3.07055565363678 -143.753776930195 -54.5360310476559
SING75_Schedorhinotermes_medioobscurus_Singapore_1 8 14 17 3 3 9 2 0 4 0 3 1 0.0896690466 89.2169628577271 156.129685001022 189.58604607267 33.4563610716477 33.4563610716477 100.369083214943 22.3042407144318 0 44.6084814288635 0 33.4563610716477 11.1521203572159 -303.640222193901 -496.43425745274 -305.601832173926 -54.8403793193041 -252.842328793482 -106.1138175477 -355.619924022616 -23.2781141164155 -102.140424222623 -26.0709977103876 -176.109636133825 -134.38358551955
SING77_Havilanditermes_proatripennis_1 52 53 40 14 19 21 33 0 7 1 16 10 0.1128526508 460.777834028512 469.638946221368 354.44448771424 124.055570699984 168.361131664264 186.083356049976 292.416702364248 0 62.027785349992 8.861112192856 141.777795085696 88.61112192856 111.850263143248 -110.218575850254 -85.1157341705489 45.6442482172341 -84.6230061271499 2.38006364656868 -42.1251371263839 -20.7048048946011 -67.9577757315957 -14.0826403904115 -44.6338121798259 -40.0879057529301
SING78_Hirtitermes_hirtiventris_1 34 30 29 15 36 15 54 2 29 4 38 11 0.0334763671 1015.64186754303 896.154589008555 866.282769374936 448.077294504277 1075.38550681027 448.077294504277 1613.0782602154 59.743639267237 866.282769374936 119.487278534474 1135.1291460775 328.590015969803 516.307591694227 67.3640105718578 236.263954648017 335.820167477707 708.338632529346 186.380923884948 1130.0035296946 30.2283094397365 678.902681417274 85.8364290620294 869.441279222712 142.245380924388
SING80_Coptotermes_kalshoveni_Singapore_1 2 0 2 0 1 0 0 0 0 0 0 0 0.4062607203 4.92294701423046 0 4.92294701423046 0 2.46147350711523 0 0 0 0 0 0 0 211.961703678365 340.303565071983 269.377645463836 46.6969807657266 171.101097313831 104.591868909318 214.498085068288 11.8625942244336 82.168706485552 16.6341727335221 106.62673112758 84.3833387811287
SING86_Globitermes_globosus_1 30 61 43 5 26 22 28 2 5 0 12 17 0.020053623 1495.98902901486 3041.84435899688 2144.25094158796 249.331504835809 1296.52382514621 1097.05862127756 1396.25642708053 99.7326019343238 249.331504835809 0 598.395611605943 847.727116441752 971.220572860009 2170.95852794987 1482.02506406848 131.350960787508 910.188633853231 822.173410343909 888.064383254079 68.727388528903 52.245847266072 -35.4614484939421 319.30191499861 651.634453395184
SING87_Macrotermes_carbonarius_Singapore_1 0 2 1 0 0 0 0 0 0 0 0 0 0.0587225189 0 34.0584845041448 17.0292422520724 0 0 0 0 0 0 0 0 0 -451.496428972541 -715.557289619679 -552.412957869408 -101.49224513142 -330.768466853573 -236.890156468131 -435.832862554128 -26.7130841248125 -169.125379240397 -30.2453865205242 -240.473528384482 -168.010068519055
SING88_Procapritermes_sp.G_1 36 65 48 4 41 19 54 5 9 2 46 15 0.043171146 833.890302564588 1505.63526851939 1111.85373675278 92.654478062732 949.708400143003 440.108770797977 1250.83545384688 115.818097578415 208.472575641147 46.327239031366 1065.52649772142 347.454292735245 352.926246153244 707.248619693227 505.096957751648 -15.4688248988935 596.592803057849 187.938238549861 785.902080804564 87.3788585835394 28.1024813767727 13.9841219465168 809.52119312467 168.150317593507
SING89_Mirocapritermes_connectens_1 7 15 6 2 0 7 4 0 0 0 1 1 0.0482287376 145.141680009472 311.017885734583 124.407154293833 41.4690514312778 0 145.141680009472 82.9381028625555 0 0 0 20.7345257156389 20.7345257156389 -326.23896367267 -471.507580429102 -470.214239496437 -64.4977099441602 -345.84790060137 -102.059393870779 -372.531250613953 -27.8778617822483 -176.713106767813 -31.6608966436434 -230.219560483265 -154.896463919716
