Species	C_T	A_G	T_C	G_T	A_C	G_A	A_T	G_C	C_A	C_G	T_A	T_G	BranchLength	C_T_rate	A_G_rate	T_C_rate	G_T_rate	A_C_rate	G_A_rate	A_T_rate	G_C_rate	C_A_rate	C_G_rate	T_A_rate	T_G_rate
BDIT049_Aderitotermes_sp.2_1	33	33	38	5	15	10	16	5	11	0	10	4	0.041825276	788.996586657312	788.996586657312	908.541524029632	119.54493737232	358.63481211696	239.08987474464	382.543799591424	119.54493737232	262.998862219104	0	239.08987474464	95.635949897856
BDIT051_Microtermes_sp_Burundi_1	32	42	26	8	10	16	11	1	10	3	11	10	0.0695620528	460.020926811982	603.777466440726	373.767003034735	115.005231702995	143.756539628744	230.010463405991	158.132193591619	14.3756539628744	143.756539628744	43.1269618886233	158.132193591619	143.756539628744
BDIT061_Alyscotermes_kilimandjaricus_1	11	34	27	5	4	8	10	0	4	2	7	3	0.024111631	456.211361230603	1410.10784380368	1119.79152302057	207.368800559365	165.895040447492	331.790080894984	414.73760111873	0	165.895040447492	82.947520223746	290.316320783111	124.421280335619
BDIT062_Acholotermes_chirotus_1	33	49	50	8	42	14	27	3	18	3	25	19	0.0386169997	854.545932008281	1268.87123237593	1294.76656364891	207.162650183826	1087.60391346508	362.534637821695	699.173944370412	77.6859938189346	466.115962913608	77.6859938189346	647.383281824455	492.011294186586
BDIT073_Promirotermes_sp.A_1	8	26	14	3	4	12	3	0	1	1	1	1	0.1007907459	79.3723662680028	257.960190371009	138.901640969005	29.764637350501	39.6861831340014	119.058549402004	29.764637350501	0	9.92154578350035	9.92154578350035	9.92154578350035	9.92154578350035
BDIT074_Aderitotermes_fossor_1	34	55	45	5	27	10	36	1	16	1	21	24	0.0259155139	1311.95546155077	2122.28089368508	1736.41164028779	192.934626698643	1041.84698417267	385.869253397287	1389.12931223023	38.5869253397287	617.390805435658	38.5869253397287	810.325432134302	926.086208153488
BDIT075_Cubitermes_fulvus_1	20	22	19	2	1	6	8	0	1	2	5	2	0.0590592642	338.642891524544	372.507180676999	321.710746948317	33.8642891524544	16.9321445762272	101.592867457363	135.457156609818	0	16.9321445762272	33.8642891524544	84.6607228811361	33.8642891524544
BDIT076_Apicotermitinae_gen.A_1	40	55	44	11	30	17	30	3	13	1	15	20	0.0643255545	621.836847127373	855.025664800138	684.02053184011	171.005132960028	466.37763534553	264.280660029134	466.37763534553	46.637763534553	202.096975316396	15.5459211781843	233.188817672765	310.918423563686
BDIT087_Odontotermes_sp._1	4	1	5	1	0	5	0	0	1	1	0	0	0.0291613986	137.167632282218	34.2919080705546	171.459540352773	34.2919080705546	0	171.459540352773	0	0	34.2919080705546	34.2919080705546	0	0
BDIT089_Microcerotermes_progrediens_1	29	52	46	12	23	19	11	4	11	3	6	7	0.0874631374	331.568256777397	594.536184566368	525.935855577941	137.200657976854	262.96792778897	217.234375130019	125.767269812116	45.7335526589514	125.767269812116	34.3001644942135	68.6003289884271	80.0337171531649
BDIT101_Anenteotermes_polyscolus_1	33	63	65	5	32	14	55	1	19	2	23	23	0.0426064206	774.531151297887	1478.65037975051	1525.59166164735	117.353204742104	751.060510349466	328.588973277891	1290.88525216314	23.4706409484208	445.942178019995	46.9412818968416	539.824741813679	539.824741813679
BDIT102_Microcerotermes_fuscotibialis_1	23	44	41	5	8	4	9	0	3	1	3	4	0.085663829	268.491383918877	513.635690975242	478.615075681476	58.3676921562775	93.3883074500441	46.694153725022	105.0618458813	0	35.0206152937665	11.6735384312555	35.0206152937665	46.694153725022
BDIT108_Foraminitermes_rhinoceros_1	31	80	56	8	51	11	34	4	23	6	23	25	0.0744593469	416.334567661914	1074.41178751462	752.088251260232	107.441178751462	684.937514540569	147.73162078326	456.625009693712	53.7205893757309	308.893388910453	80.5808840635963	308.893388910453	335.753683598318
BDIT109_Aderitotermes_sp_1	31	39	48	5	19	8	32	6	12	1	30	11	0.0787202201	393.799711949738	495.4254440658	609.754392696369	63.5160825725384	241.361113775646	101.625732116061	406.502928464246	76.2192990870461	152.438598174092	12.7032165145077	381.096495435231	139.735381659585
