Species	A_G	T_A	C_A	C_T	T_C	A_C	A_T	G_T	G_A	T_G	C_G	G_C	BranchLength	sumOfSubs	A_G_fr	T_A_fr	C_A_fr	C_T_fr	T_C_fr	A_C_fr	A_T_fr	G_T_fr	G_A_fr	T_G_fr	C_G_fr	G_C_fr	Taxonomy	Worker	diet.Wood.Soil	Soldier
THAI037_Procapritermes_sp.1_1	41	41	6	34	25	16	62	6	11	14	3	1	0.0826698918	260	0.157692307692308	0.157692307692308	0.0230769230769231	0.130769230769231	0.0961538461538462	0.0615384615384615	0.238461538461538	0.0230769230769231	0.0423076923076923	0.0538461538461538	0.0115384615384615	0.00384615384615385	Pericapritermes-group	1	Soil	1
THAI043_Nasutitermes_sp.3_1	12	2	1	5	14	0	4	3	4	0	1	0	0.0600869149	46	0.260869565217391	0.0434782608695652	0.0217391304347826	0.108695652173913	0.304347826086957	0	0.0869565217391304	0.0652173913043478	0.0869565217391304	0	0.0217391304347826	0	Nasutitermitinae	1	Wood	1
THAI046_Nasutitermes_matangensis_1	19	0	4	17	20	2	1	1	13	1	0	0	0.0276925216	78	0.243589743589744	0	0.0512820512820513	0.217948717948718	0.256410256410256	0.0256410256410256	0.0128205128205128	0.0128205128205128	0.166666666666667	0.0128205128205128	0	0	Nasutitermitinae	1	Wood	1
THAI052_Hospitalitermes_sp.D_1	34	6	9	22	26	19	10	3	13	4	0	0	0.0358239765	146	0.232876712328767	0.0410958904109589	0.0616438356164384	0.150684931506849	0.178082191780822	0.13013698630137	0.0684931506849315	0.0205479452054795	0.089041095890411	0.0273972602739726	0	0	Nasutitermitinae	1	Wood	1
THAI055_Microcerotermes_sp.A_1	54	5	4	21	46	11	6	4	19	1	1	2	0.0422145005	174	0.310344827586207	0.028735632183908	0.0229885057471264	0.120689655172414	0.264367816091954	0.0632183908045977	0.0344827586206897	0.0229885057471264	0.109195402298851	0.00574712643678161	0.00574712643678161	0.0114942528735632	Microcerotermes	1	Wood	1
THAI056_Nasutitermes_sp.1_1	28	18	6	21	26	7	19	2	13	6	1	0	0.0436416281	147	0.19047619047619	0.122448979591837	0.0408163265306122	0.142857142857143	0.17687074829932	0.0476190476190476	0.129251700680272	0.0136054421768707	0.0884353741496599	0.0408163265306122	0.00680272108843537	0	Nasutitermitinae	1	Wood	1
THAI061_Pericapritermes_sp.3_1	30	14	11	11	25	7	16	3	13	4	0	0	0.0356039691	134	0.223880597014925	0.104477611940299	0.082089552238806	0.082089552238806	0.186567164179104	0.0522388059701493	0.119402985074627	0.0223880597014925	0.0970149253731343	0.0298507462686567	0	0	Pericapritermes-group	1	Soil	1
THAI063_Schedorhinotermes_sp3_Thailand_1	41	8	8	33	44	10	19	10	12	6	2	0	0.0286298845	193	0.212435233160622	0.0414507772020725	0.0414507772020725	0.170984455958549	0.227979274611399	0.0518134715025907	0.0984455958549223	0.0518134715025907	0.0621761658031088	0.0310880829015544	0.0103626943005181	0	Rhinotermitinae	1	Wood	1
THAI064_Odontotermes_javanicus_1	55	7	10	36	47	16	14	4	19	5	0	1	0.0334610865	214	0.257009345794392	0.0327102803738318	0.0467289719626168	0.168224299065421	0.219626168224299	0.0747663551401869	0.0654205607476635	0.0186915887850467	0.088785046728972	0.0233644859813084	0	0.00467289719626168	Macrotermitinae	1	Wood	1
THAI067_Hospitalitermes_sp.C_1	33	27	18	39	40	12	37	6	20	6	1	2	0.075269212	241	0.136929460580913	0.112033195020747	0.0746887966804979	0.161825726141079	0.16597510373444	0.0497925311203319	0.153526970954357	0.024896265560166	0.0829875518672199	0.024896265560166	0.004149377593361	0.00829875518672199	Nasutitermitinae	1	Wood	1
THAI071_Macrotermes_annandalei_1	32	4	7	17	26	8	8	1	12	7	2	1	0.0362115544	125	0.256	0.032	0.056	0.136	0.208	0.064	0.064	0.008	0.096	0.056	0.016	0.008	Macrotermitinae	1	Wood	1
THAI076_Globitermes_sulphureus_1	60	19	10	31	47	38	34	8	10	14	1	2	0.0790029817	274	0.218978102189781	0.0693430656934307	0.0364963503649635	0.113138686131387	0.171532846715328	0.138686131386861	0.124087591240876	0.0291970802919708	0.0364963503649635	0.0510948905109489	0.00364963503649635	0.0072992700729927	Amitermes-group	1	Wood	1
THAI078_Mirocapritermes_sp.2_1	30	23	4	24	33	14	26	7	9	5	1	1	0.0530320273	177	0.169491525423729	0.129943502824859	0.0225988700564972	0.135593220338983	0.186440677966102	0.0790960451977401	0.146892655367232	0.0395480225988701	0.0508474576271186	0.0282485875706215	0.00564971751412429	0.00564971751412429	Pericapritermes-group	1	Soil	1
THAI084_Schedorhinosp_Thailand_1	56	11	9	30	44	7	19	8	13	6	2	4	0.0286298845	209	0.267942583732057	0.0526315789473684	0.0430622009569378	0.143540669856459	0.210526315789474	0.0334928229665072	0.0909090909090909	0.0382775119617225	0.062200956937799	0.0287081339712919	0.00956937799043062	0.0191387559808612	Rhinotermitinae	1	Wood	1
THAI088_Microtermes_obesi_Thailand_1	38	3	8	19	19	2	5	1	15	3	0	0	0.0226356034	113	0.336283185840708	0.0265486725663717	0.0707964601769911	0.168141592920354	0.168141592920354	0.0176991150442478	0.0442477876106195	0.00884955752212389	0.132743362831858	0.0265486725663717	0	0	Macrotermitinae	1	Wood	1
THAI091_Aciculitermes_maymyoensis_1	60	15	5	12	33	13	19	3	6	6	0	2	0.0491330751	174	0.344827586206897	0.0862068965517241	0.028735632183908	0.0689655172413793	0.189655172413793	0.0747126436781609	0.109195402298851	0.0172413793103448	0.0344827586206897	0.0344827586206897	0	0.0114942528735632	Nasutitermitinae	1	Soil	1
THAI093_Bulbitermes_makhamensis_1	29	4	8	18	34	8	11	6	12	7	1	2	0.0403840745	140	0.207142857142857	0.0285714285714286	0.0571428571428571	0.128571428571429	0.242857142857143	0.0571428571428571	0.0785714285714286	0.0428571428571429	0.0857142857142857	0.05	0.00714285714285714	0.0142857142857143	Nasutitermitinae	1	Wood	1
THAI098_Reticulitermes_sp.A_1	37	7	8	22	37	3	5	1	19	6	2	3	0.0398327892	150	0.246666666666667	0.0466666666666667	0.0533333333333333	0.146666666666667	0.246666666666667	0.02	0.0333333333333333	0.00666666666666667	0.126666666666667	0.04	0.0133333333333333	0.02	Coptotermitinae	1	Wood	1
THAI100_Bulbitermes_nr.laticephalus_1	24	6	2	16	10	3	3	7	8	1	0	0	0.0241591233	80	0.3	0.075	0.025	0.2	0.125	0.0375	0.0375	0.0875	0.1	0.0125	0	0	Nasutitermitinae	1	Wood	1
THAI102_Odontotermes_longignathus_1	40	3	13	25	28	14	16	6	18	6	2	3	0.0404970981	174	0.229885057471264	0.0172413793103448	0.0747126436781609	0.14367816091954	0.160919540229885	0.0804597701149425	0.0919540229885057	0.0344827586206897	0.103448275862069	0.0344827586206897	0.0114942528735632	0.0172413793103448	Macrotermitinae	1	Wood	1
THAI105_Sinocapritermes_sp.1_1	24	6	4	16	20	1	3	2	5	5	0	0	0.0271236512	86	0.27906976744186	0.0697674418604651	0.0465116279069767	0.186046511627907	0.232558139534884	0.0116279069767442	0.0348837209302326	0.0232558139534884	0.0581395348837209	0.0581395348837209	0	0	pericapritermes-group	1	Soil	1
THAI108_NODE_1_length_15711_cov_281392_ID_711_1	48	17	5	34	33	14	33	4	12	6	2	1	0.0653578317	209	0.229665071770335	0.0813397129186603	0.0239234449760766	0.162679425837321	0.157894736842105	0.0669856459330144	0.157894736842105	0.0191387559808612	0.0574162679425837	0.0287081339712919	0.00956937799043062	0.00478468899521531	Kalotermitidae	0	Wood	1
THAI115_Odontotermes_sp.10_1	62	3	9	16	37	15	14	4	10	5	4	2	0.0410387013	181	0.342541436464088	0.0165745856353591	0.0497237569060773	0.0883977900552486	0.204419889502762	0.0828729281767956	0.0773480662983425	0.0220994475138122	0.0552486187845304	0.0276243093922652	0.0220994475138122	0.0110497237569061	Macrotermitinae	1	Wood	1
Timema_californicum_1	76	96	3	6	51	49	176	10	16	31	10	8	0.5936038861	532	0.142857142857143	0.180451127819549	0.0056390977443609	0.0112781954887218	0.0958646616541353	0.0921052631578947	0.330827067669173	0.018796992481203	0.0300751879699248	0.0582706766917293	0.018796992481203	0.0150375939849624	NA	NA	NA	NA
TP1.15A_Cryptotermes_sp3_Malaysia_1	86	29	13	33	51	37	56	4	16	20	3	3	0.1029385143	351	0.245014245014245	0.0826210826210826	0.037037037037037	0.094017094017094	0.145299145299145	0.105413105413105	0.15954415954416	0.0113960113960114	0.0455840455840456	0.056980056980057	0.00854700854700855	0.00854700854700855	Kalotermitidae	0	Wood	1
TP1.19B_Pericapritermes_sp.G_1	39	22	14	20	26	15	44	5	14	15	2	2	0.0622532694	218	0.178899082568807	0.100917431192661	0.0642201834862385	0.0917431192660551	0.119266055045872	0.0688073394495413	0.201834862385321	0.0229357798165138	0.0642201834862385	0.0688073394495413	0.00917431192660551	0.00917431192660551	Pericapritermes-group	1	Soil	1
Tryonicus_parvus_1	43	61	2	8	46	31	116	2	2	21	4	2	0.206177603	338	0.127218934911243	0.180473372781065	0.00591715976331361	0.0236686390532544	0.136094674556213	0.0917159763313609	0.343195266272189	0.00591715976331361	0.00591715976331361	0.0621301775147929	0.0118343195266272	0.00591715976331361	Tryonicidae	NA	NA	NA
WA2_Microcerotermes_newmani_1	40	5	7	29	34	9	14	5	11	12	1	0	0.0444076338	167	0.239520958083832	0.029940119760479	0.0419161676646707	0.173652694610778	0.203592814371257	0.0538922155688623	0.0838323353293413	0.029940119760479	0.0658682634730539	0.0718562874251497	0.00598802395209581	0	Microcerotermes	1	Wood	1
Z140_Ectobiidae_sp._1	31	67	10	32	50	46	135	6	11	22	2	1	0.1909782062	413	0.0750605326876513	0.162227602905569	0.0242130750605327	0.0774818401937046	0.121065375302663	0.11138014527845	0.326876513317191	0.0145278450363196	0.026634382566586	0.0532687651331719	0.00484261501210654	0.00242130750605327	Ectobiidae1	NA	NA	NA
Z95_Rhyparobia_grandis_1	12	42	15	8	17	10	71	3	5	5	0	0	0.0600415578	188	0.0638297872340425	0.223404255319149	0.0797872340425532	0.0425531914893617	0.0904255319148936	0.0531914893617021	0.377659574468085	0.0159574468085106	0.0265957446808511	0.0265957446808511	0	0	Blaberidae	NA	NA	NA
