Species	A_G	T_A	C_A	C_T	T_C	A_C	A_T	G_T	G_A	T_G	C_G	G_C	BranchLength	sumOfSubs	A_G_fr	T_A_fr	C_A_fr	C_T_fr	T_C_fr	A_C_fr	A_T_fr	G_T_fr	G_A_fr	T_G_fr	C_G_fr	G_C_fr	Taxonomy	Worker	diet.Wood.Soil	Soldier
3.10.2AUS_Coptotermes_acinaciformis_raffrayi_Australia_1	13	2	3	15	13	3	1	3	6	1	0	0	0.0227304288	60	0.216666666666667	0.0333333333333333	0.05	0.25	0.216666666666667	0.05	0.0166666666666667	0.05	0.1	0.0166666666666667	0	0	Coptotermitinae	1	Wood	1
3.11.1_Nasutitermes_exitiosus_1	32	5	2	21	43	10	5	1	27	3	5	0	0.0295708342	154	0.207792207792208	0.0324675324675325	0.012987012987013	0.136363636363636	0.279220779220779	0.0649350649350649	0.0324675324675325	0.00649350649350649	0.175324675324675	0.0194805194805195	0.0324675324675325	0	Nasutitermitinae	1	Wood	1
3.12.2.AUS_Heterotermes_cf_occiduus_1	36	2	4	21	25	3	6	5	23	0	1	2	0.0397923144	128	0.28125	0.015625	0.03125	0.1640625	0.1953125	0.0234375	0.046875	0.0390625	0.1796875	0	0.0078125	0.015625	Coptotermitinae	1	Wood	1
3.14.4_Amitermes_sp.1_1	6	1	1	1	6	0	1	0	1	1	0	0	0.0423746746	18	0.333333333333333	0.0555555555555556	0.0555555555555556	0.0555555555555556	0.333333333333333	0	0.0555555555555556	0	0.0555555555555556	0.0555555555555556	0	0	Amitermes-group	1	Wood	1
3_15_2_AUS_Heterotermes_occidus_Australia_1	27	4	5	31	32	4	4	4	17	1	0	2	0.0308883037	131	0.206106870229008	0.0305343511450382	0.0381679389312977	0.236641221374046	0.244274809160305	0.0305343511450382	0.0305343511450382	0.0305343511450382	0.129770992366412	0.00763358778625954	0	0.0152671755725191	Coptotermitinae	1	Wood	1
3.15.6AUS_Heterotermes_platycephalus_Australia_1	28	1	4	31	34	4	4	5	17	0	0	0	0.0372588488	128	0.21875	0.0078125	0.03125	0.2421875	0.265625	0.03125	0.03125	0.0390625	0.1328125	0	0	0	Coptotermitinae	1	Wood	1
Acroneuria_hainana_1	106	77	0	4	138	172	148	5	5	72	4	4	0.5787314442	735	0.14421768707483	0.104761904761905	0	0.0054421768707483	0.187755102040816	0.234013605442177	0.201360544217687	0.00680272108843537	0.00680272108843537	0.0979591836734694	0.0054421768707483	0.0054421768707483	NA	NA	NA	NA
Allacta_bimaculata_1	14	64	10	9	8	22	99	11	9	8	5	3	0.20339646	262	0.0534351145038168	0.244274809160305	0.0381679389312977	0.0343511450381679	0.0305343511450382	0.083969465648855	0.377862595419847	0.0419847328244275	0.0343511450381679	0.0305343511450382	0.0190839694656489	0.0114503816793893	Ectobiidae3	NA	NA	NA
Amazonina_sp._1	35	78	1	6	37	54	166	5	9	24	6	1	0.2834630206	422	0.0829383886255924	0.184834123222749	0.0023696682464455	0.014218009478673	0.0876777251184834	0.127962085308057	0.393364928909953	0.0118483412322275	0.0213270142180095	0.0568720379146919	0.014218009478673	0.0023696682464455	Ectobiidae3	NA	NA	NA
Anaplecta_calosoma_1	125	40	2	6	103	80	73	5	5	35	2	4	0.2911154777	480	0.260416666666667	0.0833333333333333	0.00416666666666667	0.0125	0.214583333333333	0.166666666666667	0.152083333333333	0.0104166666666667	0.0104166666666667	0.0729166666666667	0.00416666666666667	0.00833333333333333	Anaplectidae	NA	NA	NA
Anaplecta_omei_1	62	56	7	1	49	50	121	7	2	31	1	3	0.2196825999	390	0.158974358974359	0.143589743589744	0.0179487179487179	0.00256410256410256	0.125641025641026	0.128205128205128	0.31025641025641	0.0179487179487179	0.00512820512820513	0.0794871794871795	0.00256410256410256	0.00769230769230769	Anaplectidae	NA	NA	NA
Ancistrotermes_pakistanicus_Thailand_1	16	0	2	7	9	1	1	3	7	1	0	0	0.0445712384	47	0.340425531914894	0	0.0425531914893617	0.148936170212766	0.191489361702128	0.0212765957446809	0.0212765957446809	0.0638297872340425	0.148936170212766	0.0212765957446809	0	0	Macrotermitinae	1	Wood	1
ARG2014-01_Aparatermes_sp.B_1	44	22	9	26	30	14	21	6	9	8	2	3	0.0568994888	194	0.22680412371134	0.11340206185567	0.0463917525773196	0.134020618556701	0.154639175257732	0.0721649484536082	0.108247422680412	0.0309278350515464	0.0463917525773196	0.0412371134020619	0.0103092783505155	0.0154639175257732	Apicotermitinae	1	Soil	0
AUS101_1	37	26	8	49	34	19	50	7	12	8	3	1	0.0269478337	254	0.145669291338583	0.102362204724409	0.031496062992126	0.192913385826772	0.133858267716535	0.0748031496062992	0.196850393700787	0.0275590551181102	0.047244094488189	0.031496062992126	0.0118110236220472	0.00393700787401575	Kalotermitidae	0	Wood	1
AUS103_Heterotermes_cf_paradoxus_1	33	1	8	42	33	6	2	7	29	6	2	0	0.0354082671	169	0.195266272189349	0.00591715976331361	0.0473372781065089	0.248520710059172	0.195266272189349	0.0355029585798817	0.0118343195266272	0.0414201183431953	0.171597633136095	0.0355029585798817	0.0118343195266272	0	Coptotermitinae	1	Wood	1
AUS104_Schedorhinotermes_sp4_Australia_1	38	6	10	27	22	11	10	6	18	9	2	0	0.0471096966	159	0.238993710691824	0.0377358490566038	0.0628930817610063	0.169811320754717	0.138364779874214	0.0691823899371069	0.0628930817610063	0.0377358490566038	0.113207547169811	0.0566037735849057	0.0125786163522013	0	Rhinotermitinae	1	Wood	1
AUS109_Kalotermitidae_sp_E_Australia_1	33	21	9	16	32	14	34	4	10	9	2	0	0.0721640604	184	0.179347826086957	0.114130434782609	0.0489130434782609	0.0869565217391304	0.173913043478261	0.0760869565217391	0.184782608695652	0.0217391304347826	0.0543478260869565	0.0489130434782609	0.0108695652173913	0	Kalotermitidae	0	Wood	1
AUS110_NODE_1_length_15815_cov_394767_ID_1911_1	6	0	0	4	4	0	0	0	5	0	0	0	0.0739860896	19	0.315789473684211	0	0	0.210526315789474	0.210526315789474	0	0	0	0.263157894736842	0	0	0	Kalotermitidae	0	Wood	1
AUS111_1	58	58	24	38	43	77	90	10	23	32	4	6	0.0218584186	463	0.125269978401728	0.125269978401728	0.0518358531317495	0.08207343412527	0.0928725701943845	0.166306695464363	0.19438444924406	0.0215982721382289	0.0496760259179266	0.0691144708423326	0.00863930885529158	0.0129589632829374	Kalotermitidae	0	Wood	1
AUS114_Microcerotermes_sp.H_1	27	1	3	26	26	8	10	3	14	5	2	0	0.0314726962	125	0.216	0.008	0.024	0.208	0.208	0.064	0.08	0.024	0.112	0.04	0.016	0	Microcerotermes	1	Wood	1
AUS11_Schedorhinotermes_spA_Australia_1	18	6	6	20	30	3	6	6	7	2	0	2	0.0227864612	106	0.169811320754717	0.0566037735849057	0.0566037735849057	0.188679245283019	0.283018867924528	0.0283018867924528	0.0566037735849057	0.0566037735849057	0.0660377358490566	0.0188679245283019	0	0.0188679245283019	Rhinotermitinae	1	Wood	1
AUS121_Heterotermes_cf_paradoxus_1	30	2	7	21	24	4	6	6	25	2	2	2	0.0332605531	131	0.229007633587786	0.0152671755725191	0.0534351145038168	0.16030534351145	0.183206106870229	0.0305343511450382	0.0458015267175573	0.0458015267175573	0.190839694656489	0.0152671755725191	0.0152671755725191	0.0152671755725191	Coptotermitinae	1	Wood	1
AUS18_Ephelotermes_melachoma_1	55	10	2	34	42	12	12	2	20	3	2	1	0.0512701859	195	0.282051282051282	0.0512820512820513	0.0102564102564103	0.174358974358974	0.215384615384615	0.0615384615384615	0.0615384615384615	0.0102564102564103	0.102564102564103	0.0153846153846154	0.0102564102564103	0.00512820512820513	Termes-group	1	Soil	1
AUS19_Ephelotermes_taylori_1	42	15	14	41	40	18	22	3	20	5	3	4	0.0576498491	227	0.185022026431718	0.066079295154185	0.0616740088105727	0.180616740088106	0.176211453744493	0.079295154185022	0.0969162995594714	0.013215859030837	0.0881057268722467	0.0220264317180617	0.013215859030837	0.0176211453744493	Termes-group	1	Soil	1
AUS24_Nasutitermes_longipennis_1	21	5	5	23	30	7	4	5	14	3	0	1	0.030026647	118	0.177966101694915	0.0423728813559322	0.0423728813559322	0.194915254237288	0.254237288135593	0.0593220338983051	0.0338983050847458	0.0423728813559322	0.11864406779661	0.0254237288135593	0	0.00847457627118644	Nasutitermitinae	1	Wood	1
AUS2_Laxta_sp._1	38	13	3	24	52	6	11	1	7	4	3	0	0.0467374141	162	0.234567901234568	0.0802469135802469	0.0185185185185185	0.148148148148148	0.320987654320988	0.037037037037037	0.0679012345679012	0.00617283950617284	0.0432098765432099	0.0246913580246914	0.0185185185185185	0	Blaberidae	NA	NA	NA
AUS30_Microcerotermes_sp._1	39	9	8	32	23	13	21	3	20	3	2	1	0.0235152033	174	0.224137931034483	0.0517241379310345	0.0459770114942529	0.183908045977011	0.132183908045977	0.0747126436781609	0.120689655172414	0.0172413793103448	0.114942528735632	0.0172413793103448	0.0114942528735632	0.00574712643678161	Microcerotermes	1	Wood	1
AUS46_Lophotermes_septentrionalis_1	45	13	17	40	38	13	13	6	25	8	3	1	0.0567510568	222	0.202702702702703	0.0585585585585586	0.0765765765765766	0.18018018018018	0.171171171171171	0.0585585585585586	0.0585585585585586	0.027027027027027	0.112612612612613	0.036036036036036	0.0135135135135135	0.0045045045045045	Termes-group	1	Soil	1
AUS47_Heterotermes_vagus_Australia_1	81	6	4	20	62	12	15	4	9	9	1	2	0.0442646779	225	0.36	0.0266666666666667	0.0177777777777778	0.0888888888888889	0.275555555555556	0.0533333333333333	0.0666666666666667	0.0177777777777778	0.04	0.04	0.00444444444444444	0.00888888888888889	Coptotermitinae	1	Wood	1
AUS49_Tumulitermes_sp._1	42	19	14	39	58	15	21	6	19	5	3	3	0.0686304414	244	0.172131147540984	0.0778688524590164	0.0573770491803279	0.159836065573771	0.237704918032787	0.0614754098360656	0.0860655737704918	0.0245901639344262	0.0778688524590164	0.0204918032786885	0.0122950819672131	0.0122950819672131	Nasutitermitinae	1	Wood	1
AUS4_Amitermes_meridionalis_1	35	11	12	25	27	14	11	5	25	10	4	3	0.0509825228	182	0.192307692307692	0.0604395604395604	0.0659340659340659	0.137362637362637	0.148351648351648	0.0769230769230769	0.0604395604395604	0.0274725274725275	0.137362637362637	0.0549450549450549	0.021978021978022	0.0164835164835165	Amitermes-group	1	Wood	1
AUS50_Heterotermes_validus_1	29	2	8	27	33	3	7	6	26	2	1	0	0.0468105369	144	0.201388888888889	0.0138888888888889	0.0555555555555556	0.1875	0.229166666666667	0.0208333333333333	0.0486111111111111	0.0416666666666667	0.180555555555556	0.0138888888888889	0.00694444444444444	0	Coptotermitinae	1	Wood	1
AUS54_Nasutitermes_triodiae_1	21	4	3	40	27	6	13	3	25	4	0	1	0.0351696812	147	0.142857142857143	0.0272108843537415	0.0204081632653061	0.272108843537415	0.183673469387755	0.0408163265306122	0.0884353741496599	0.0204081632653061	0.170068027210884	0.0272108843537415	0	0.00680272108843537	Nasutitermitinae	1	Wood	1
AUS56_Tumulitermes_pastinator_1	25	3	5	22	30	6	4	1	12	4	3	1	0.028635752	116	0.21551724137931	0.0258620689655172	0.0431034482758621	0.189655172413793	0.258620689655172	0.0517241379310345	0.0344827586206897	0.00862068965517241	0.103448275862069	0.0344827586206897	0.0258620689655172	0.00862068965517241	Nasutitermitinae	1	Wood	1
AUS57_Tumulitermes_recalvus_1	47	8	7	28	28	11	19	6	19	5	1	1	0.0494555986	180	0.261111111111111	0.0444444444444444	0.0388888888888889	0.155555555555556	0.155555555555556	0.0611111111111111	0.105555555555556	0.0333333333333333	0.105555555555556	0.0277777777777778	0.00555555555555556	0.00555555555555556	Nasutitermitinae	1	Wood	1
AUS5_Tumulitermes_sp._1	39	7	8	25	36	10	20	5	5	3	2	0	0.0436041584	160	0.24375	0.04375	0.05	0.15625	0.225	0.0625	0.125	0.03125	0.03125	0.01875	0.0125	0	Nasutitermitinae	1	Wood	1
AUS62_Nasutitermes_graveolus_1	45	4	4	17	32	4	7	4	18	5	1	0	0.0327089627	141	0.319148936170213	0.0283687943262411	0.0283687943262411	0.120567375886525	0.226950354609929	0.0283687943262411	0.049645390070922	0.0283687943262411	0.127659574468085	0.0354609929078014	0.00709219858156028	0	Nasutitermitinae	1	Wood	1
AUS66_Microcerotermes_sp.E_1	66	3	9	20	44	9	6	4	19	6	1	2	0.0437240492	189	0.349206349206349	0.0158730158730159	0.0476190476190476	0.105820105820106	0.232804232804233	0.0476190476190476	0.0317460317460317	0.0211640211640212	0.100529100529101	0.0317460317460317	0.00529100529100529	0.0105820105820106	Microcerotermes	1	Wood	1
AUS6_Microcerotermes_nervosus_1	48	8	8	27	33	9	12	7	20	6	2	1	0.0455008835	181	0.265193370165746	0.0441988950276243	0.0441988950276243	0.149171270718232	0.18232044198895	0.0497237569060773	0.0662983425414365	0.0386740331491713	0.110497237569061	0.0331491712707182	0.0110497237569061	0.00552486187845304	Microcerotermes	1	Wood	1
AUS71_Microcerotermes_sp.G_1	39	4	10	29	30	12	15	9	24	4	1	3	0.0222270755	180	0.216666666666667	0.0222222222222222	0.0555555555555556	0.161111111111111	0.166666666666667	0.0666666666666667	0.0833333333333333	0.05	0.133333333333333	0.0222222222222222	0.00555555555555556	0.0166666666666667	Microcerotermes	1	Wood	1
AUS77_Amitermes_sp.D_1	24	2	1	12	26	6	5	6	8	4	1	4	0.0229145876	99	0.242424242424242	0.0202020202020202	0.0101010101010101	0.121212121212121	0.262626262626263	0.0606060606060606	0.0505050505050505	0.0606060606060606	0.0808080808080808	0.0404040404040404	0.0101010101010101	0.0404040404040404	Amitermes-group	1	Wood	1
AUS78_Amitermes_sp.E_1	23	5	1	10	19	3	7	3	9	1	0	0	0.0207457626	81	0.283950617283951	0.0617283950617284	0.0123456790123457	0.123456790123457	0.234567901234568	0.037037037037037	0.0864197530864197	0.037037037037037	0.111111111111111	0.0123456790123457	0	0	Amitermes-group	1	Wood	1
AUS82_Microcerotermes_sp.I_1	36	10	6	25	39	7	7	3	23	5	4	0	0.0475592297	165	0.218181818181818	0.0606060606060606	0.0363636363636364	0.151515151515152	0.236363636363636	0.0424242424242424	0.0424242424242424	0.0181818181818182	0.139393939393939	0.0303030303030303	0.0242424242424242	0	Microcerotermes	1	Wood	1
AUS89_NODE_1_length_15463_cov_359375_ID_1361_1	77	41	12	26	39	72	92	10	16	42	3	5	0.1927620981	435	0.177011494252874	0.0942528735632184	0.0275862068965517	0.0597701149425287	0.0896551724137931	0.16551724137931	0.211494252873563	0.0229885057471264	0.0367816091954023	0.096551724137931	0.00689655172413793	0.0114942528735632	Kalotermitidae	0	Wood	1
AUS91_1	2	0	0	2	1	0	0	0	0	0	0	0	0.0746698586	5	0.4	0	0	0.4	0.2	0	0	0	0	0	0	0	Kalotermitidae	0	Wood	1
AUS97_Nasutitermes_sp._1	66	13	7	32	32	14	25	10	12	12	1	2	0.0590846095	226	0.292035398230089	0.0575221238938053	0.0309734513274336	0.141592920353982	0.141592920353982	0.0619469026548673	0.110619469026549	0.0442477876106195	0.0530973451327434	0.0530973451327434	0.00442477876106195	0.00884955752212389	Nasutitermitinae	1	Wood	1
AUST14-12_Stolotermes_victoriensis_1	37	45	10	18	26	56	89	8	11	22	3	1	0.1837049622	326	0.113496932515337	0.138036809815951	0.0306748466257669	0.0552147239263804	0.0797546012269939	0.171779141104294	0.273006134969325	0.0245398773006135	0.0337423312883436	0.0674846625766871	0.00920245398773006	0.00306748466257669	Stolotermitidae	0	Wood	1
AUSTRALIANRPERTH_Coptotermes_michaelseni_1	42	5	10	22	29	7	2	3	21	1	1	3	0.0372441501	146	0.287671232876712	0.0342465753424658	0.0684931506849315	0.150684931506849	0.198630136986301	0.0479452054794521	0.0136986301369863	0.0205479452054795	0.143835616438356	0.00684931506849315	0.00684931506849315	0.0205479452054795	Coptotermitinae	1	Wood	1
B002_Aeluropoda_insignis_1	58	29	9	40	58	14	38	8	20	12	1	2	0.0988837205	289	0.200692041522491	0.100346020761246	0.0311418685121107	0.13840830449827	0.200692041522491	0.0484429065743945	0.131487889273356	0.027681660899654	0.069204152249135	0.041522491349481	0.00346020761245675	0.0069204152249135	Blaberidae	NA	NA	NA
B003_Archimandrita_tesselata_1	47	80	12	19	55	34	107	9	10	19	3	0	0.1573784365	395	0.118987341772152	0.20253164556962	0.030379746835443	0.0481012658227848	0.139240506329114	0.0860759493670886	0.270886075949367	0.0227848101265823	0.0253164556962025	0.0481012658227848	0.00759493670886076	0	Blaberidae	NA	NA	NA
B004_Blaberus_peruvianus_1	27	52	8	26	42	15	69	4	11	14	0	2	0.0924035822	270	0.1	0.192592592592593	0.0296296296296296	0.0962962962962963	0.155555555555556	0.0555555555555556	0.255555555555556	0.0148148148148148	0.0407407407407407	0.0518518518518519	0	0.00740740740740741	Blaberidae	NA	NA	NA
B007_Blaberus_cf._1	47	31	12	16	40	18	41	4	6	3	0	0	0.0760420951	218	0.215596330275229	0.142201834862385	0.055045871559633	0.073394495412844	0.18348623853211	0.0825688073394495	0.188073394495413	0.018348623853211	0.0275229357798165	0.0137614678899083	0	0	Blaberidae	NA	NA	NA
B010_Blaberus_discoidalis_1	36	39	6	19	36	12	64	7	12	9	0	1	0.0203180037	241	0.149377593360996	0.161825726141079	0.024896265560166	0.0788381742738589	0.149377593360996	0.0497925311203319	0.265560165975104	0.029045643153527	0.0497925311203319	0.037344398340249	0	0.004149377593361	Blaberidae	NA	NA	NA
B015_Byrsotria_cabrerai_1	51	8	2	8	44	2	12	0	4	3	2	0	0.0449426386	136	0.375	0.0588235294117647	0.0147058823529412	0.0588235294117647	0.323529411764706	0.0147058823529412	0.0882352941176471	0	0.0294117647058824	0.0220588235294118	0.0147058823529412	0	Blaberidae	NA	NA	NA
B016_Byrsotria_fumigata_1	57	28	8	28	68	11	29	6	10	6	2	1	0.134878351	254	0.224409448818898	0.110236220472441	0.031496062992126	0.110236220472441	0.267716535433071	0.0433070866141732	0.114173228346457	0.0236220472440945	0.0393700787401575	0.0236220472440945	0.0078740157480315	0.00393700787401575	Blaberidae	NA	NA	NA
B017_Byrsotria_rothi_1	45	6	6	16	32	4	5	3	15	2	0	0	0.0427592803	134	0.335820895522388	0.0447761194029851	0.0447761194029851	0.119402985074627	0.238805970149254	0.0298507462686567	0.0373134328358209	0.0223880597014925	0.111940298507463	0.0149253731343284	0	0	Blaberidae	NA	NA	NA
B020_Diploptera_punctata_1	82	73	12	32	61	54	145	9	5	30	4	3	0.2709309258	510	0.16078431372549	0.143137254901961	0.0235294117647059	0.0627450980392157	0.119607843137255	0.105882352941176	0.284313725490196	0.0176470588235294	0.00980392156862745	0.0588235294117647	0.00784313725490196	0.00588235294117647	Blaberidae	NA	NA	NA
B021_Elliptorhina_chopardi_1	64	48	7	49	66	26	65	7	10	13	0	3	0.1301357291	358	0.17877094972067	0.134078212290503	0.0195530726256983	0.136871508379888	0.184357541899441	0.0726256983240224	0.181564245810056	0.0195530726256983	0.0279329608938547	0.0363128491620112	0	0.00837988826815642	Blaberidae	NA	NA	NA
B023_Elliptorhina_javanica_1	61	29	8	39	54	10	31	1	14	5	1	0	0.0891201856	253	0.241106719367589	0.114624505928854	0.0316205533596838	0.154150197628458	0.213438735177866	0.0395256916996047	0.122529644268775	0.00395256916996047	0.0553359683794466	0.0197628458498024	0.00395256916996047	0	Blaberidae	NA	NA	NA
B029_Gromphadorhina_grandidieri_1	31	12	2	21	53	6	26	0	18	1	2	2	0.0475221833	174	0.17816091954023	0.0689655172413793	0.0114942528735632	0.120689655172414	0.304597701149425	0.0344827586206897	0.149425287356322	0	0.103448275862069	0.00574712643678161	0.0114942528735632	0.0114942528735632	Blaberidae	NA	NA	NA
B031_Gromphadorhina_oblongonota_1	28	8	6	25	30	4	23	1	14	4	3	1	0.0450752867	147	0.19047619047619	0.054421768707483	0.0408163265306122	0.170068027210884	0.204081632653061	0.0272108843537415	0.156462585034014	0.00680272108843537	0.0952380952380952	0.0272108843537415	0.0204081632653061	0.00680272108843537	Blaberidae	NA	NA	NA
B034_Gyna_caffrorum_1	43	45	10	33	58	33	87	8	5	7	1	1	0.1206237922	331	0.129909365558912	0.13595166163142	0.0302114803625378	0.0996978851963746	0.175226586102719	0.0996978851963746	0.262839879154079	0.0241691842900302	0.0151057401812689	0.0211480362537764	0.00302114803625378	0.00302114803625378	Blaberidae	NA	NA	NA
B035_Gyna_capucina_1	52	46	16	19	74	31	87	5	4	11	2	2	0.1145266478	349	0.148997134670487	0.131805157593123	0.0458452722063037	0.0544412607449857	0.212034383954155	0.0888252148997135	0.249283667621777	0.0143266475644699	0.0114613180515759	0.0315186246418338	0.00573065902578797	0.00573065902578797	Blaberidae	NA	NA	NA
B040_Gromphadorhina_sp._1	2	0	1	0	2	0	1	0	2	0	0	0	0.0560823999	8	0.25	0	0.125	0	0.25	0	0.125	0	0.25	0	0	0	NA	NA	NA	NA
B041_Nauphoeta_cinerea_1	53	104	18	24	59	48	147	2	11	20	1	1	0.1979548575	488	0.108606557377049	0.213114754098361	0.0368852459016393	0.0491803278688525	0.120901639344262	0.0983606557377049	0.301229508196721	0.00409836065573771	0.0225409836065574	0.040983606557377	0.00204918032786885	0.00204918032786885	Blaberidae	NA	NA	NA
B044_Panchlora_nivea_1	82	104	17	20	56	62	181	3	6	29	6	2	0.2605662525	568	0.144366197183099	0.183098591549296	0.0299295774647887	0.0352112676056338	0.0985915492957746	0.109154929577465	0.318661971830986	0.00528169014084507	0.0105633802816901	0.051056338028169	0.0105633802816901	0.00352112676056338	Blaberidae	NA	NA	NA
B046_Phoetalia_pallida_1	28	71	8	8	37	33	128	2	1	10	1	1	0.1215564284	328	0.0853658536585366	0.216463414634146	0.024390243902439	0.024390243902439	0.11280487804878	0.100609756097561	0.390243902439024	0.00609756097560976	0.00304878048780488	0.0304878048780488	0.00304878048780488	0.00304878048780488	Blaberidae	NA	NA	NA
B048_Pycnoscelus_femapterus_1	32	44	7	36	50	14	66	7	7	6	1	0	0.0877725199	270	0.118518518518519	0.162962962962963	0.0259259259259259	0.133333333333333	0.185185185185185	0.0518518518518519	0.244444444444444	0.0259259259259259	0.0259259259259259	0.0222222222222222	0.0037037037037037	0	Blaberidae	NA	NA	NA
B050_Pycnoscelus_nigra_1	24	7	0	34	25	4	22	3	10	2	1	0	0.0374137182	132	0.181818181818182	0.053030303030303	0	0.257575757575758	0.189393939393939	0.0303030303030303	0.166666666666667	0.0227272727272727	0.0757575757575758	0.0151515151515152	0.00757575757575758	0	Blaberidae	NA	NA	NA
B052_Pycnoscelus_surinamensis_1	15	5	2	18	22	3	10	2	17	2	0	0	0.0234495089	96	0.15625	0.0520833333333333	0.0208333333333333	0.1875	0.229166666666667	0.03125	0.104166666666667	0.0208333333333333	0.177083333333333	0.0208333333333333	0	0	Blaberidae	NA	NA	NA
B053_Rhyparobia_maderae_1	29	7	1	9	26	1	7	1	3	3	0	0	0.0259891462	87	0.333333333333333	0.0804597701149425	0.0114942528735632	0.103448275862069	0.298850574712644	0.0114942528735632	0.0804597701149425	0.0114942528735632	0.0344827586206897	0.0344827586206897	0	0	Blaberidae	NA	NA	NA
B054_Rhyparobia_sp._1	30	9	4	8	28	2	12	1	5	2	0	0	0.0265841932	101	0.297029702970297	0.0891089108910891	0.0396039603960396	0.0792079207920792	0.277227722772277	0.0198019801980198	0.118811881188119	0.0099009900990099	0.0495049504950495	0.0198019801980198	0	0	Blaberidae	NA	NA	NA
B055_Schultesia_lampyridiformis_1	19	81	10	30	28	17	117	7	10	8	4	3	0.15024724	334	0.0568862275449102	0.24251497005988	0.029940119760479	0.0898203592814371	0.0838323353293413	0.0508982035928144	0.350299401197605	0.0209580838323353	0.029940119760479	0.0239520958083832	0.0119760479041916	0.00898203592814371	Blaberidae	NA	NA	NA
B056_Blaptica_dubia_1	48	79	17	22	59	45	140	3	13	19	4	0	0.1896211941	449	0.106904231625835	0.175946547884187	0.0378619153674833	0.0489977728285078	0.131403118040089	0.10022271714922	0.311804008908686	0.0066815144766147	0.0289532293986637	0.0423162583518931	0.0089086859688196	0	Blaberidae	NA	NA	NA
B058_Asiablatta_kyotensis_1	32	58	3	13	46	18	90	0	5	9	1	0	0.0936026763	275	0.116363636363636	0.210909090909091	0.0109090909090909	0.0472727272727273	0.167272727272727	0.0654545454545455	0.327272727272727	0	0.0181818181818182	0.0327272727272727	0.00363636363636364	0	Ectobiidae1	NA	NA	NA
B061_Paratemnopteryx_couloniana_1	29	72	4	10	41	62	146	3	6	35	2	0	0.1594814456	410	0.0707317073170732	0.175609756097561	0.00975609756097561	0.024390243902439	0.1	0.151219512195122	0.35609756097561	0.00731707317073171	0.0146341463414634	0.0853658536585366	0.0048780487804878	0	Ectobiidae1	NA	NA	NA
B062_Parcoblatta_divisa_1	27	12	6	12	36	2	15	4	5	5	0	2	0.0403291477	126	0.214285714285714	0.0952380952380952	0.0476190476190476	0.0952380952380952	0.285714285714286	0.0158730158730159	0.119047619047619	0.0317460317460317	0.0396825396825397	0.0396825396825397	0	0.0158730158730159	Ectobiidae1	NA	NA	NA
B063_Parcoblatta_lata_1	46	12	5	14	42	4	15	3	9	4	2	3	0.0464003424	159	0.289308176100629	0.0754716981132075	0.0314465408805031	0.0880503144654088	0.264150943396226	0.0251572327044025	0.0943396226415094	0.0188679245283019	0.0566037735849057	0.0251572327044025	0.0125786163522013	0.0188679245283019	Ectobiidae1	NA	NA	NA
B064_Parcoblatta_pennsylvanica_1	34	9	4	17	35	3	18	4	6	3	0	0	0.0437438932	133	0.255639097744361	0.0676691729323308	0.0300751879699248	0.12781954887218	0.263157894736842	0.0225563909774436	0.135338345864662	0.0300751879699248	0.0451127819548872	0.0225563909774436	0	0	Ectobiidae1	NA	NA	NA
B066_Symploce_macroptera_1	25	59	3	7	17	24	103	0	3	8	1	0	0.0847468831	250	0.1	0.236	0.012	0.028	0.068	0.096	0.412	0	0.012	0.032	0.004	0	Ectobiidae1	NA	NA	NA
B067_Symploce_pallens_1	34	82	6	20	37	16	114	4	3	6	0	1	0.1152111572	323	0.105263157894737	0.253869969040248	0.0185758513931889	0.0619195046439628	0.114551083591331	0.0495356037151703	0.352941176470588	0.0123839009287926	0.00928792569659443	0.0185758513931889	0	0.00309597523219814	Ectobiidae1	NA	NA	NA
B068_Blatta_orientalis_1	17	37	7	12	32	13	63	2	10	5	2	0	0.0997152697	200	0.085	0.185	0.035	0.06	0.16	0.065	0.315	0.01	0.05	0.025	0.01	0	Blattidae	NA	NA	NA
B069_Deropeltis_paulinoi_1	22	72	6	15	19	14	112	13	12	8	2	2	0.139763741	297	0.0740740740740741	0.242424242424242	0.0202020202020202	0.0505050505050505	0.063973063973064	0.0471380471380471	0.377104377104377	0.0437710437710438	0.0404040404040404	0.0269360269360269	0.00673400673400673	0.00673400673400673	Blattidae	NA	NA	NA
B071_Eurycotis_decipiens_1	30	44	1	11	22	14	86	3	6	13	1	2	0.0892119179	233	0.128755364806867	0.188841201716738	0.00429184549356223	0.0472103004291846	0.0944206008583691	0.0600858369098712	0.369098712446352	0.0128755364806867	0.0257510729613734	0.055793991416309	0.00429184549356223	0.00858369098712446	Blattidae	NA	NA	NA
B072_Eurycotis_floridana_1	48	13	2	19	37	8	9	1	8	5	0	0	0.0398822604	150	0.32	0.0866666666666667	0.0133333333333333	0.126666666666667	0.246666666666667	0.0533333333333333	0.06	0.00666666666666667	0.0533333333333333	0.0333333333333333	0	0	Blattidae	NA	NA	NA
B073_Eurycotis_opaca_Sunset_1	14	6	3	2	22	6	6	0	3	2	0	1	0.0255617225	65	0.215384615384615	0.0923076923076923	0.0461538461538462	0.0307692307692308	0.338461538461538	0.0923076923076923	0.0923076923076923	0	0.0461538461538462	0.0307692307692308	0	0.0153846153846154	Blattidae	NA	NA	NA
