Species	C_T	A_G	T_C	G_T	G_A	A_T	G_C	A_C	C_A	C_G	T_A	T_G	BranchLength	sumOfSubs	C_T_fr	A_G_fr	T_C_fr	G_T_fr	G_A_fr	A_T_fr	G_C_fr	A_C_fr	C_A_fr	C_G_fr	T_A_fr	T_G_fr	Taxonomy	Worker	diet.wood.soil	Soldier	TsTv	Ts	Tv	Cockroaches
B082_Ischnoptera_bilunata_1	8	32	28	7	3	116	0	27	3	1	75	7	0.128410766	307	0.026058632	0.104234528	0.091205212	0.022801303	0.009771987	0.377850163	0	0.087947883	0.009771987	0.003257329	0.244299674	0.022801303	Ectobiidae1	NA	NA	NA	0.300847457627119	71	236	1
B083_Ischnoptera_deropeltiformis_1	12	47	40	6	10	53	0	22	7	0	58	17	0.124185993	272	0.044117647	0.172794118	0.147058824	0.022058824	0.036764706	0.194852941	0	0.080882353	0.025735294	0	0.213235294	0.0625	Ectobiidae1	NA	NA	NA	0.668711656441718	109	163	1
B084_Ischnoptera_sp._1	8	49	46	3	1	49	1	25	4	2	44	15	0.116429979	247	0.032388664	0.198380567	0.186234818	0.012145749	0.004048583	0.198380567	0.004048583	0.101214575	0.016194332	0.008097166	0.178137652	0.060728745	Ectobiidae1	NA	NA	NA	0.727272727272727	104	143	1
B086_Ergaula_capucina_1	11	29	40	6	6	112	0	32	9	0	52	12	0.143820621	309	0.035598706	0.093851133	0.129449838	0.019417476	0.019417476	0.362459547	0	0.103559871	0.029126214	0	0.16828479	0.038834951	Corydiidae	NA	NA	NA	0.385650224215247	86	223	1
B088_Polyphaga_aegyptiaca_1	12	39	52	8	11	83	2	44	5	3	54	23	0.195606095	336	0.035714286	0.116071429	0.154761905	0.023809524	0.032738095	0.24702381	0.005952381	0.130952381	0.014880952	0.008928571	0.160714286	0.068452381	Corydiidae	NA	NA	NA	0.513513513513513	114	222	1
B089_Therea_olegrandjeani_1	25	33	45	3	3	59	0	20	7	0	33	7	0.088616965	235	0.106382979	0.140425532	0.191489362	0.012765957	0.012765957	0.25106383	0	0.085106383	0.029787234	0	0.140425532	0.029787234	Corydiidae	NA	NA	NA	0.821705426356589	106	129	1
B090_Therea_petiveriana_1	9	27	27	1	4	10	0	3	3	0	10	2	0.030407255	96	0.09375	0.28125	0.28125	0.010416667	0.041666667	0.104166667	0	0.03125	0.03125	0	0.104166667	0.020833333	Corydiidae	NA	NA	NA	2.31034482758621	67	29	1
B091_Therea_regularis_1	19	31	29	6	2	8	0	1	6	1	7	2	0.033212653	112	0.169642857	0.276785714	0.258928571	0.053571429	0.017857143	0.071428571	0	0.008928571	0.053571429	0.008928571	0.0625	0.017857143	Corydiidae	NA	NA	NA	2.61290322580645	81	31	1
B094_Heterogamodes_hebraica_1	9	20	41	8	10	91	4	34	5	4	42	18	0.178510496	286	0.031468531	0.06993007	0.143356643	0.027972028	0.034965035	0.318181818	0.013986014	0.118881119	0.017482517	0.013986014	0.146853147	0.062937063	Corydiidae	NA	NA	NA	0.388349514563107	80	206	1
B096_Lobopterella_dimidiatipes_1	10	19	29	6	8	98	0	24	8	2	79	17	0.138438621	300	0.033333333	0.063333333	0.096666667	0.02	0.026666667	0.326666667	0	0.08	0.026666667	0.006666667	0.263333333	0.056666667	Ectobiidae1	NA	NA	NA	0.282051282051282	66	234	1
B097_Arenivaga_cf._1	17	29	14	11	17	168	5	26	5	7	99	10	0.388044669	408	0.041666667	0.071078431	0.034313725	0.026960784	0.041666667	0.411764706	0.012254902	0.06372549	0.012254902	0.017156863	0.242647059	0.024509804	Corydiidae	NA	NA	NA	0.232628398791541	77	331	1
B099_Parcoblatta_fulvescens_1	12	18	22	6	10	109	4	18	8	0	58	6	0.117984596	271	0.044280443	0.066420664	0.081180812	0.022140221	0.036900369	0.402214022	0.014760148	0.066420664	0.029520295	0	0.21402214	0.022140221	Ectobiidae1	NA	NA	NA	0.296650717703349	62	209	1
B100_Parcoblatta_uhleriana_1	20	30	28	4	14	22	1	5	5	1	10	1	0.047757653	141	0.141843972	0.212765957	0.19858156	0.028368794	0.09929078	0.156028369	0.007092199	0.035460993	0.035460993	0.007092199	0.070921986	0.007092199	Ectobiidae1	NA	NA	NA	1.87755102040816	92	49	1
B101_Parcoblatta_bolliana_1	20	40	34	0	10	25	0	9	2	1	23	7	0.061395325	171	0.116959064	0.233918129	0.198830409	0	0.058479532	0.14619883	0	0.052631579	0.011695906	0.005847953	0.134502924	0.040935673	Ectobiidae1	NA	NA	NA	1.55223880597015	104	67	1
B103_Pycnoscelus_sp._1	13	24	26	0	13	2	0	2	3	0	9	1	0.022361503	93	0.139784946	0.258064516	0.279569892	0	0.139784946	0.021505376	0	0.021505376	0.032258065	0	0.096774194	0.010752688	Blaberidae	NA	NA	NA	4.47058823529412	76	17	1
B107_Neolaxta_mackerrasae_1	10	35	37	3	8	89	2	28	13	0	45	15	0.135146083	285	0.035087719	0.122807018	0.129824561	0.010526316	0.028070175	0.312280702	0.007017544	0.098245614	0.045614035	0	0.157894737	0.052631579	Blaberidae	NA	NA	NA	0.461538461538462	90	195	1
B115_Macropanesthia_rhinoceros_1	17	39	39	7	15	81	2	29	11	4	33	6	0.132256194	283	0.060070671	0.137809187	0.137809187	0.024734982	0.053003534	0.286219081	0.007067138	0.102473498	0.038869258	0.014134276	0.116607774	0.021201413	Blaberidae	NA	NA	NA	0.635838150289017	110	173	1
B122_Platyzosteria_nitida_1	12	20	26	1	2	81	2	16	2	1	48	11	0.082141927	222	0.054054054	0.09009009	0.117117117	0.004504505	0.009009009	0.364864865	0.009009009	0.072072072	0.009009009	0.004504505	0.216216216	0.04954955	Blattidae	NA	NA	NA	0.37037037037037	60	162	1
B124_Tryonicus_mackerrasae_1	13	38	29	7	7	106	3	26	3	1	64	12	0.213490109	309	0.042071197	0.122977346	0.093851133	0.022653722	0.022653722	0.343042071	0.009708738	0.084142395	0.009708738	0.003236246	0.207119741	0.038834951	Tryonicidae	NA	NA	NA	0.391891891891892	87	222	1
Balta_sp._1	9	18	12	6	1	128	2	21	6	2	61	8	0.228281005	274	0.032846715	0.065693431	0.04379562	0.02189781	0.003649635	0.467153285	0.00729927	0.076642336	0.02189781	0.00729927	0.222627737	0.02919708	Ectobiidae3	NA	NA	NA	0.170940170940171	40	234	1
BB_Ectobiidae_1	15	34	24	0	2	150	1	31	6	2	106	16	0.125147787	387	0.03875969	0.087855297	0.062015504	0	0.005167959	0.387596899	0.002583979	0.080103359	0.015503876	0.005167959	0.273901809	0.041343669	Ectobiidae1	NA	NA	NA	0.240384615384615	75	312	1
BBI_Blattella_bisignata_1	16	44	40	1	12	24	2	7	3	0	23	10	0.04991394	182	0.087912088	0.241758242	0.21978022	0.005494505	0.065934066	0.131868132	0.010989011	0.038461538	0.016483516	0	0.126373626	0.054945055	Ectobiidae1	NA	NA	NA	1.6	112	70	1
Beybienkoa_karandanensis_1	10	51	69	8	8	85	1	54	4	4	64	25	0.195268333	383	0.026109661	0.133159269	0.180156658	0.020887728	0.020887728	0.221932115	0.002610966	0.140992167	0.010443864	0.010443864	0.167101828	0.065274151	Ectobiidae1	NA	NA	NA	0.563265306122449	138	245	1
BLA48_Laxta_sp._1	11	22	21	2	4	11	0	7	2	2	8	1	0.03767524	91	0.120879121	0.241758242	0.230769231	0.021978022	0.043956044	0.120879121	0	0.076923077	0.021978022	0.021978022	0.087912088	0.010989011	Blaberidae	NA	NA	NA	1.75757575757576	58	33	1
BUidUT_Blattella_lituricollis_1	6	25	24	4	4	39	0	4	2	0	33	5	0.0388352	146	0.04109589	0.171232877	0.164383562	0.02739726	0.02739726	0.267123288	0	0.02739726	0.01369863	0	0.226027397	0.034246575	Ectobiidae1	NA	NA	NA	0.67816091954023	59	87	1
BV_Blattella_vaga_1	8	17	39	3	5	115	2	17	5	2	99	10	0.11515101	322	0.02484472	0.052795031	0.121118012	0.00931677	0.01552795	0.357142857	0.00621118	0.052795031	0.01552795	0.00621118	0.307453416	0.031055901	Ectobiidae1	NA	NA	NA	0.272727272727273	69	253	1
Carbrunneria_paramaxi_1	15	34	46	2	8	131	4	40	7	3	75	26	0.221300855	391	0.038363171	0.086956522	0.117647059	0.00511509	0.020460358	0.335038363	0.010230179	0.10230179	0.017902813	0.007672634	0.191815857	0.066496164	Ectobiidae1	NA	NA	NA	0.357638888888889	103	288	1
Cosmozosteria__sp_1	8	22	23	1	1	92	1	31	5	0	54	13	0.106225306	251	0.03187251	0.087649402	0.091633466	0.003984064	0.003984064	0.366533865	0.003984064	0.123505976	0.019920319	0	0.215139442	0.051792829	Blattidae	NA	NA	NA	0.274111675126904	54	197	1
Cryptocercus_hirtus_1	12	43	27	3	9	48	0	19	3	2	35	13	0.090735874	214	0.056074766	0.200934579	0.126168224	0.014018692	0.042056075	0.224299065	0	0.088785047	0.014018692	0.009345794	0.163551402	0.060747664	Cryptocercidae	NA	NA	NA	0.739837398373984	91	123	1
Cryptocercus_meridianus_1	8	12	8	3	5	28	0	11	2	0	7	1	0.058845981	85	0.094117647	0.141176471	0.094117647	0.035294118	0.058823529	0.329411765	0	0.129411765	0.023529412	0	0.082352941	0.011764706	Cryptocercidae	NA	NA	NA	0.634615384615385	33	52	1
Cryptocercus_punctulatus_sp_CR18_1	8	33	17	9	12	108	2	36	9	3	57	16	0.186010679	310	0.025806452	0.106451613	0.05483871	0.029032258	0.038709677	0.348387097	0.006451613	0.116129032	0.029032258	0.009677419	0.183870968	0.051612903	Cryptocercidae	NA	NA	NA	0.291666666666667	70	240	1
Ectobius_sp_Z254C_1	23	44	66	8	7	25	3	17	3	2	21	7	0.08016625	226	0.101769912	0.194690265	0.292035398	0.03539823	0.030973451	0.110619469	0.013274336	0.075221239	0.013274336	0.008849558	0.092920354	0.030973451	Ectobiidae3	NA	NA	NA	1.62790697674419	140	86	1
Elliptorhina_davidi_22_1	25	57	57	8	16	37	3	14	9	1	22	3	0.090657319	252	0.099206349	0.226190476	0.226190476	0.031746032	0.063492063	0.146825397	0.011904762	0.055555556	0.035714286	0.003968254	0.087301587	0.011904762	Blaberidae	NA	NA	NA	1.5979381443299	155	97	1
Eublaberus_distanti_25_1	16	29	25	7	6	157	1	23	12	3	72	13	0.174112846	364	0.043956044	0.07967033	0.068681319	0.019230769	0.016483516	0.431318681	0.002747253	0.063186813	0.032967033	0.008241758	0.197802198	0.035714286	Blaberidae	NA	NA	NA	0.263888888888889	76	288	1
Euphyllodromia__Z257_1	17	33	25	9	11	129	3	35	10	4	90	9	0.34846663	375	0.045333333	0.088	0.066666667	0.024	0.029333333	0.344	0.008	0.093333333	0.026666667	0.010666667	0.24	0.024	Ectobiidae3	NA	NA	NA	0.29757785467128	86	289	1
JE91_Nocticola_sp._1	15	35	50	9	19	125	3	75	10	8	94	34	1.404218943	477	0.031446541	0.073375262	0.104821803	0.018867925	0.039832285	0.262054507	0.006289308	0.157232704	0.020964361	0.016771488	0.19706499	0.071278826	Nocticolidae	NA	NA	NA	0.332402234636872	119	358	1
Lamproblatta_sp_1	17	18	30	2	7	5	1	3	1	1	2	6	0.025813645	93	0.182795699	0.193548387	0.322580645	0.021505376	0.075268817	0.053763441	0.010752688	0.032258065	0.010752688	0.010752688	0.021505376	0.064516129	Lamproblattidae	NA	NA	NA	3.42857142857143	72	21	1
Mantoida_MN110_1	5	41	47	8	3	139	1	43	3	4	80	19	0.270176781	393	0.012722646	0.1043257	0.119592875	0.020356234	0.007633588	0.353689567	0.002544529	0.109414758	0.007633588	0.010178117	0.203562341	0.048346056		NA	NA	NA	0.323232323232323	96	297	0
Megaloblatta_sp_ECMD1_1	8	40	32	9	8	114	1	44	12	3	68	26	0.265921201	365	0.021917808	0.109589041	0.087671233	0.024657534	0.021917808	0.312328767	0.002739726	0.120547945	0.032876712	0.008219178	0.18630137	0.071232877	Ectobiidae2	NA	NA	NA	0.317689530685921	88	277	1
Melanozosteria__sp._1	10	14	18	0	1	87	0	17	4	0	57	2	0.073863817	210	0.047619048	0.066666667	0.085714286	0	0.004761905	0.414285714	0	0.080952381	0.019047619	0	0.271428571	0.00952381	Blattidae	NA	NA	NA	0.25748502994012	43	167	1
Methana_sp_AUS1_1	7	15	19	5	2	101	0	18	6	1	65	5	0.086281091	244	0.028688525	0.06147541	0.077868852	0.020491803	0.008196721	0.413934426	0	0.073770492	0.024590164	0.004098361	0.266393443	0.020491803	Blattidae	NA	NA	NA	0.213930348258706	43	201	1
Panesthia_angustipennis_Z138PA_1	26	32	51	7	5	75	1	20	9	0	29	7	0.091458812	262	0.099236641	0.122137405	0.194656489	0.026717557	0.019083969	0.286259542	0.003816794	0.076335878	0.034351145	0	0.110687023	0.026717557	Blaberidae	NA	NA	NA	0.77027027027027	114	148	1
Panesthia_sp_Salganea_1	21	32	66	2	7	69	0	25	5	1	25	14	0.092941248	267	0.078651685	0.119850187	0.247191011	0.007490637	0.026217228	0.258426966	0	0.093632959	0.018726592	0.003745318	0.093632959	0.052434457	Blaberidae	NA	NA	NA	0.893617021276596	126	141	1
Paranauphoeta_circumda_1	17	18	23	6	2	178	0	41	14	2	84	5	0.185137918	390	0.043589744	0.046153846	0.058974359	0.015384615	0.005128205	0.456410256	0	0.105128205	0.035897436	0.005128205	0.215384615	0.012820513	Blaberidae	NA	NA	NA	0.181818181818182	60	330	1
Periplaneta_americana_1	11	32	42	2	6	60	0	12	6	0	43	8	0.082143685	222	0.04954955	0.144144144	0.189189189	0.009009009	0.027027027	0.27027027	0	0.054054054	0.027027027	0	0.193693694	0.036036036	Blattidae	NA	NA	NA	0.694656488549618	91	131	1
Phyllodromica_sp._1	8	31	20	11	5	28	2	8	2	2	22	5	0.065694393	144	0.055555556	0.215277778	0.138888889	0.076388889	0.034722222	0.194444444	0.013888889	0.055555556	0.013888889	0.013888889	0.152777778	0.034722222	Ectobiidae3	NA	NA	NA	0.8	64	80	1
Polyzosteria_viridissima_1	5	30	67	1	0	96	2	29	3	4	54	18	0.116577097	309	0.01618123	0.097087379	0.216828479	0.003236246	0	0.310679612	0.006472492	0.093851133	0.009708738	0.012944984	0.174757282	0.058252427	Blattidae	NA	NA	NA	0.492753623188406	102	207	1
Protagonista_lugubris_1	13	29	30	7	12	91	2	27	5	0	67	15	0.147133415	298	0.043624161	0.097315436	0.100671141	0.023489933	0.040268456	0.305369128	0.006711409	0.090604027	0.016778523	0	0.224832215	0.05033557	Blattidae	NA	NA	NA	0.392523364485981	84	214	1
Rhabdoblatta_sp_1	20	45	40	4	8	115	0	19	16	1	61	6	0.140344408	335	0.059701493	0.134328358	0.119402985	0.011940299	0.023880597	0.343283582	0	0.056716418	0.047761194	0.002985075	0.182089552	0.017910448	Blaberidae	NA	NA	NA	0.509009009009009	113	222	1
Tryonicus_parvus_1	9	42	45	2	3	112	2	31	3	4	60	22	0.202922635	335	0.026865672	0.125373134	0.134328358	0.005970149	0.008955224	0.334328358	0.005970149	0.092537313	0.008955224	0.011940299	0.179104478	0.065671642	Tryonicidae	NA	NA	NA	0.419491525423729	99	236	1
Z140_Ectobiidae_sp._1	26	29	46	6	10	129	1	45	6	2	70	23	0.183028273	393	0.066157761	0.073791349	0.117048346	0.015267176	0.025445293	0.328244275	0.002544529	0.114503817	0.015267176	0.005089059	0.178117048	0.058524173	Ectobiidae1	NA	NA	NA	0.393617021276596	111	282	1
Z95_Rhyparobia_grandis_1	7	12	16	3	5	67	0	8	14	0	42	5	0.057383025	179	0.039106145	0.067039106	0.089385475	0.016759777	0.027932961	0.374301676	0	0.044692737	0.078212291	0	0.234636872	0.027932961	Blaberidae	NA	NA	NA	0.287769784172662	40	139	1
